airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.0816898345900015,145.391998291,5282,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Goroka Airport,ChIJqRpEB5JzWGgR5O6l4IZXgMs,"Goroka Airport (GKA), Highlands Hwy, Goroka 441, Papua New Guinea",3.7,29,not found
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Madang Airport,ChIJfRweJu7m9WgR6qRSDR7Iql4,"Madang Airport (MAG), Madang 511, Papua New Guinea",2.7,17,not found
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Mount Hagen Airport,ChIJe2D0R4mcWWgRkWzVoaj4iHE,"Mount Hagen Airport, Papua New Guinea",4,27,not found
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Lae Nadzab Airport,ChIJic_XOTvj-WgR4WgkeUxiSko,"Lae Nadzab Airport, 411 Papua New Guinea, Nadzab, Papua New Guinea",3.4,41,not found
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Jacksons International Airport,ChIJvXvxaxQ3AmkRl5B0QwWq_ck,"Jacksons International Airport, Morea-Tobo Rd, Port Moresby 121, Papua New Guinea",3.4,129,not found
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.5838301181800003,143.66900634799998,19,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Wewak Airport,ChIJd1SEgIweZ2gRyNI7tICFjnA,"Wewak Airport (WWK), Wewak, Papua New Guinea",4.1,25,not found
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,-3.0,E,America/Godthab,airport,OurAirports,Narsarsuaq Airport,ChIJZyn1cqXhq04RLBxTGQNRIgE,"Narsarsuaq Airport, Narsarsuaq Greenland, Narsarsuaq, Greenland",3.8,12,http://www.mit.gl/en/todays-flights/airports/narsarsuaq-airport/
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810058590001,283,-3.0,E,America/Godthab,airport,OurAirports,Nuuk International Airport,ChIJVXjA47sNok4Rx7SDO-bE_q0,"Nuuk International Airport, Aqisseqarajooq, Nuuk 3905, Greenland",4.2,131,http://www.mit.gl/en/todays-flights/airports/nuuk-airport/
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,-3.0,E,America/Godthab,airport,OurAirports,Kangerlussuaq Airport,ChIJ83fMY82slk4Rqpu8RZNvCSQ,"Kangerlussuaq Airport, Søndre Strømfjord, Greenland",4,52,http://mit.gl/
10,Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.70320129390001,251,-4.0,E,America/Thule,airport,OurAirports,Greenland,ChIJmQSJRNElNk4RrhAnzkxQ6pM,Greenland,4.3,106,not found
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210939,-18.07270050048828,6,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Akureyri Airport,ChIJf1m9DDuP0kgRCdqr6xF1F1o,"Akureyri Airport, Urðargil 15, Akureyri, Iceland",4.2,43,https://www.isavia.is/en/akureyri-airport
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330230712889,-14.401399612426758,76,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Egilsstaðaflugvöllur,ChIJ2SO6P2EEzEgRaQzbqqCJ7dM,"Egilsstaðaflugvöllur, Miðvangur 2, Egilsstaðir, Iceland",4.5,23,https://www.isavia.is/en/egilsstadir-airport
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Hornafjörður Airport,ChIJ4TqvGsusz0gRzKrvsX01NDg,"Hornafjörður Airport, Iceland",4.3,16,not found
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Husavik Airport,ChIJE8IkFINozUgRJHAwq5VIFnc,"Husavik Airport, Iceland",4.5,2,https://www.isavia.is/en/husavik-airport
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.13529968261719,8,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Ísafjörður Airport,ChIJy-reOtwfK08RAhhWNXmvKjc,"Ísafjörður Airport, Ísafjarðarflugvelli 400, Ísafjörður, Iceland",4.5,11,https://www.isavia.is/en/isafjordur-airport
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357055998,171,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Keflavik - Airport,ChIJEzIdWv39KUkRlTYaQxU_PYo,"Blikavöllur 2, 235 Keflavik - Airport, Iceland",3.9,398,http://hotelairport.is/
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Patreksfjörður,ChIJKzdiKRCuKk8RFE19kB4j01s,"Patreksfjörður, Iceland",not found,not found,not found
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Reykjavik Airport,ChIJ2VqXY0gL1kgR-4N6SCPKW70,"Reykjavik Airport, 101 Reykjavík, Iceland",3.5,42,https://www.isavia.is/reykjavikurflugvollur
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Siglufjörður Airport,ChIJ3-K1LiLK0kgRREqkXOoA9a8,"Siglufjörður Airport, Iceland",3,2,not found
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.27890014648437,326,0.0,N,Atlantic/Reykjavik,airport,OurAirports,Vestmannaeyjaflugvöllur,ChIJDebfD94I10gRBRtMov9_gms,"Vestmannaeyjaflugvöllur, Iceland",4.2,18,https://www.isavia.is/en/vestmannaeyjar-airport
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5.0,A,America/Toronto,airport,OurAirports,Sault Ste. Marie Airport,ChIJDRpYze0kNk0RjkFeJ12xxIE,"Sault Ste. Marie Airport, 475 Airport Road, Sault Ste. Marie, ON P6A 5K6, Canada",4.1,19,http://saultairport.com/
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.0325012207,760,-6.0,A,America/Winnipeg,airport,OurAirports,St. Andrews Airport (YAV),ChIJJ7JUfYdm6lIRApKCUFZJ1LE,"St. Andrews Airport (YAV), 705 S Gate Rd, Saint Andrews, MB R1A 3P9, Canada",4.8,8,http://www.standrewsairport.ca/
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,-4.0,A,America/Halifax,airport,OurAirports,Royal Canadian Air Force 12 Wing Shearwater,ChIJu-NYfDsjWksR-2oNEtlz42s,"Royal Canadian Air Force 12 Wing Shearwater, Shearwater, NS B0J 3A0, Canada",3.8,6,http://www.rcaf-arc.forces.gc.ca/en/12-wing/index.page
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.391899108900006,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,OurAirports,St. Anthony Airport (YAY),ChIJw9pjsihkgUsRWa6p3BO4HqQ,"St. Anthony Airport (YAY) (YAY), 1 Airport Road, St. Anthony, NL A0K 4C0, Canada",2.6,5,not found
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8.0,A,America/Vancouver,airport,OurAirports,Tofino-Long Beach Airport,ChIJDdthB0aZiVQRbq9-WzWw-L8,"Tofino-Long Beach Airport, 188 Airport Rd, Tofino, BC V0R 2Z0, Canada",3,9,http://www.tofinoairport.com/
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7.0,A,America/Edmonton,airport,OurAirports,Kugaaruk Airport (YBB),ChIJE97yxFLnAU4REnyta2eHByw,"Kugaaruk Airport (YBB) (YBB), Kugaaruk, NU X0B, Canada",4.5,8,not found
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5.0,A,America/Toronto,airport,OurAirports,Airport Baie-Comeau / Pointe-Lebel,ChIJ59PPl7AJlEwR6jvabYWPKfs,"Airport Baie-Comeau / Pointe-Lebel, 200 Route de l'Aéroport, Baie-Comeau, QC G5C 2S6, Canada",4.2,5,http://www.mrcmanicouagan.qc.ca/
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5.0,A,America/Toronto,airport,OurAirports,Saguenay-Bagotville Airport,ChIJBS6yywAiwEwRg3Ao4aCQH34,"Saguenay-Bagotville Airport, 7000 Chemin de l'Aéroport, La Baie, QC G7B 0E4, Canada",4.4,36,http://www.aeroport.saguenay.ca/
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6.0,A,America/Winnipeg,airport,OurAirports,Baker Lake Airport (YBK),ChIJnwQclZicGlIRfsdFouDDMqw,"Baker Lake Airport (YBK), Unnamed Road, Baker Lake, NU, Canada",5,4,not found
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080184936523,-125.27100372314452,346,-8.0,A,America/Vancouver,airport,OurAirports,Campbell River Airport,ChIJewAfq1GmYlQRQliD2J79Eqc,"Campbell River Airport, 2000 Jubilee Pkwy #1, Campbell River, BC V9H 1T5, Canada",3.9,14,http://www.crairport.ca/
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6.0,A,America/Winnipeg,airport,OurAirports,Brandon Municipal Airport,ChIJ8xavE8WX51IRZI1fHbTT1SM,"Brandon Municipal Airport, Agnew Dr, Brandon, MB R7A 5Y5, Canada",3.9,22,http://airport.brandon.ca/
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.13800048799999,90,-7.0,A,America/Edmonton,airport,OurAirports,Cambridge Bay Airport (YCB),ChIJXfTi1ygHjVERerlMfdy7yyo,"Cambridge Bay Airport (YCB) (YCB), Cambridge Bay, NU X0B 0C0, Canada",4.6,7,not found
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8.0,A,America/Vancouver,airport,OurAirports,Nanaimo Airport,ChIJq2sLTqaviFQRX8wG9hoHwJ8,"Nanaimo Airport, 3350 Spitfire Way, Cassidy, BC V0R 1H0, Canada",4,53,http://www.nanaimoairport.com/
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.296398162799996,-117.63200378399999,1624,-8.0,A,America/Vancouver,airport,OurAirports,West Kootenay Regional Airport (YCG),ChIJS6-LfaQsY1MRfFmEmGZg8T4,"West Kootenay Regional Airport (YCG), Hughes Rd, Castlegar, BC V1N 4M5, Canada",3,16,http://www.wkrairport.ca/
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4.0,A,America/Halifax,airport,OurAirports,Miramichi Airport,ChIJI_RrYbr0oUwRhalHa4xSZjA,"Miramichi Airport, Airport Dr, Miramichi, NB E1N 3A7, Canada",4.3,28,http://miramichiairport.com/
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4.0,A,America/Halifax,airport,OurAirports,Charlo Airport,ChIJF45biqI5mEwR3CLofEiCqzc,"Charlo Airport, 291 Morris St #101, Charlo, NB E8E 2N1, Canada",5,2,http://www.charloairport.ca/
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7.0,A,America/Edmonton,airport,OurAirports,Kugluktuk Airport (YCO),ChIJn45PrDgBg1ER-tUWhL46S-8,"Kugluktuk Airport (YCO), Kugluktuk, NU, Canada",4,8,not found
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7.0,A,America/Edmonton,airport,OurAirports,Coronation Airport,ChIJByS7ykmCDFMRzWRsi3lsFgg,"Coronation Airport (YCT), Coronation, AB T0C 1C0, Canada",not found,not found,not found
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.93900299100001,32,-8.0,A,America/Vancouver,airport,OurAirports,Chilliwack Municipal Airport,ChIJ-xC1pwtAhFQRFruanEMjkNc,"Chilliwack Municipal Airport, 46244 Airport Rd, Chilliwack, BC V2P 1A5, Canada",4,22,http://www.cycw.ca/
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5.0,A,America/Toronto,airport,OurAirports,Clyde River Airport,ChIJi9jTMjM4b04RAyDTGoKRXNY,"Clyde River Airport (YCY), Clyde River, NU X0A 0E0, Canada",3.6,8,https://clyderiver.ca/
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5.0,A,America/Coral_Harbour,airport,OurAirports,Coral Harbour Airport,ChIJrX9ZH2eH5U0ReXec4kpoJdw,"Coral Harbour Airport, Coral Harbour, NU X0C, Canada",4.3,3,not found
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.12800598144528,1215,-8.0,A,America/Vancouver,airport,OurAirports,Yukon Dawson Airport,ChIJ8YPcoYrdSFERKHTlKV8PEak,"Yukon Dawson Airport, km 694, Dawson City Yt Klondike Highway Yt, Dawson City, YT Y0B 1G0, Canada",3.8,6,not found
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8.0,A,America/Vancouver,airport,OurAirports,Burwash Airport (YDB),ChIJc75nmr-lUlERIUF5MmHsVPI,"Burwash Airport (YDB) (YDB), Burwash Landing, YT Y0B, Canada",not found,not found,not found
44,Princeton Airport,Princeton,Canada,\N,CYDC,49.468101501499994,-120.51100158700001,2298,-8.0,A,America/Vancouver,airport,OurAirports,Princeton Airport,ChIJf91gGzzmw4kRKLivZ3NpFgw,"Princeton Airport, 41 Airpark Rd, Princeton, NJ 08540, USA",4.5,35,http://www.princetonairport.com/
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports,Deer Lake Regional Airport,ChIJn_p9TZcseksRkQIoxNzkePw,"Deer Lake Regional Airport, 1 Airport Rd suite 1, Deer Lake, NL A8A 1A3, Canada",3.9,34,http://deerlakeairport.com/
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8.0,A,America/Vancouver,airport,OurAirports,Canada,ChIJGZN81Uy5-VMRm2Tbca7uwvk,"Stikine Region, BC V0W, Canada",2.8,5,not found
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956054688,-100.052001953125,999,-6.0,A,America/Winnipeg,airport,OurAirports,Lt. Col W.G Billy Barker Airport,ChIJT5JpBG3v5VIRGX-xncbec-w,"Lt. Col W.G Billy Barker Airport, Dauphin, MB R0L 2B0, Canada",4.5,2,not found
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,-7.0,A,America/Dawson_Creek,airport,OurAirports,Dawson Creek Regional Airport,ChIJdwjSo9SYkVMRGCkpeWXVTrc,"Dawson Creek Regional Airport, 80 Vic Turner Airport Rd, Pouce Coupe, BC V0C 2C0, Canada",3.7,7,http://www.dawsoncreekairport.com/
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7.0,A,America/Edmonton,airport,OurAirports,Edmonton International Airport,ChIJdbCRdWH3n1MRt4Q97QF2hPk,"Edmonton Int'l Airport (YEG), 1000 Airport Rd, Edmonton International Airport, AB T9E 0V3, Canada",3.9,792,http://flyeia.com/
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6.0,A,America/Winnipeg,airport,OurAirports,Arviat Airport (YEK),ChIJA_fDbpawclIRQ-87875Ud2s,"Arviat Airport (YEK), 607 11th Ave, Arviat, NU X0C 0E0, Canada",4.7,6,not found
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.210300445600005,-102.96600341799999,1905,-6.0,N,America/Regina,airport,OurAirports,Estevan Airport (YEN),ChIJm5LSczQfIFMR01kfvwiRfK4,"Estevan Airport (YEN), Hwy 47 N, Estevan No. 5, SK S4A 2A4, Canada",not found,not found,http://www.estevan.ca/Divisions/Airport
52,Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.46499633799999,3043,-7.0,A,America/Edmonton,airport,OurAirports,Edson Airport,ChIJI0TQt4QinFMRYXV18kMUZmA,"Edson Airport, 5719 6 Ave, Edson, AB T7E 1L9, Canada",not found,not found,http://www.edson.ca/departments/airport
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6.0,A,America/Winnipeg,airport,OurAirports,California Redwood Coast-Humboldt County Airport,ChIJ-7Q3UtVE0VQRhVTjshL0b8M,"California Redwood Coast-Humboldt County Airport, 3561 Boeing Ave, McKinleyville, CA 95519, USA",3.5,39,https://humboldtgov.org/1396/Airports
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7.0,A,America/Edmonton,airport,OurAirports,Inuvik Mike Zubko Airport,ChIJfZ5bE4OWFFERlf8RDzgX39k,"Inuvik Mike Zubko Airport, Airport Road, Inuvik, NT X0E 0T0, Canada",4.3,7,not found
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,-5.0,A,America/Toronto,airport,OurAirports,Iqaluit Airport (YFB),ChIJcZUPLV8W000R805RkCdAYtA,"Iqaluit Airport (YFB), 1126 Mivvik Street, Iqaluit, NU X0A 0H0, Canada",4,71,not found
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,-4.0,A,America/Halifax,airport,OurAirports,YFC,ChIJ99NdFWmepkwRoRISNrFJXV4,"YFC, 22-2570 Route 102 Highway, Lincoln, NB E3B 9G1, Canada",3.5,58,http://www.frederictonairport.ca/
57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632811,293,-5.0,A,America/Toronto,airport,OurAirports,Canada,ChIJOw65j1CrlUwRi2LCrmFOvxA,"Forestville, QC G0T, Canada",not found,not found,https://ville.forestville.ca/developpement-economique/infrastructures/aeroport/
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654295,997,-6.0,A,America/Winnipeg,airport,OurAirports,Flin Flon Airport (YFO),ChIJAzAjkZFs-FIRS_kEv49QDdA,"Flin Flon Airport (YFO), Airport Rd, Flin Flon, MB R8A 0T7, Canada",4.6,10,https://www.cityofflinflon.ca/transportation
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7.0,A,America/Edmonton,airport,OurAirports,Fort Resolution Airport,ChIJe474ChnrzlMRzmwc4WgNDqM,"Fort Resolution Airport, Fort Resolution, NT X0E, Canada",3,4,not found
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171876,555,-7.0,A,America/Edmonton,airport,OurAirports,Fort Simpson Airport (YFS),ChIJB3w8QqdF3FMRGAyJw9UEhdg,"Fort Simpson Airport (YFS), Fort Simpson, NT X0E 0N0, Canada",3.8,6,http://www.gov.nt.ca/
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5.0,A,America/Toronto,airport,OurAirports,Kingston Airport,ChIJK_jfrCOt0kwRNuCfdPc7CiM,"Kingston Airport, 1114 Len Birchall Way, Kingston, ON K7M 9A1, Canada",3.4,52,https://www.cityofkingston.ca/residents/airport
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136108398,-77.7042007446289,639,-5.0,A,America/Toronto,airport,OurAirports,La Grande Rivière Airport (YGL),ChIJizLo6VKjBk0RS5jpveSd_50,"La Grande Rivière Airport (YGL), Km 590, James Bay Rd, Baie-James, Quebec, Canada",5,6,http://www.sdbj.gouv.qc.ca/fr/aeroport/a-propos/
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.775299072299994,-64.4785995483,112,-5.0,A,America/Toronto,airport,OurAirports,Michel-Pouliot Gaspé Airport,ChIJv77tXGnAm0wRktDt-tcFY2Y,"Michel-Pouliot Gaspé Airport, 60 Rue de l'Aéroport, Gaspé, QC G4X 2K2, Canada",3.3,9,https://ville.gaspe.qc.ca/services-municipaux/informations-rapides/aeroport-michel-pouliot-de-gaspe
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5.0,A,America/Toronto,airport,OurAirports,Geraldton District Airport,ChIJEdGlMlGwQk0RlBYfxijCDNc,"Geraldton District Airport, Greenstone, ON P0T, Canada",4,4,not found
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5.0,A,America/Toronto,airport,OurAirports,Îles-de-la-Madeleine Airport,ChIJ5-DwR2UJYUsR9bqxaUKh0dE,"Îles-de-la-Madeleine Airport, 210 Chemin de l'Aéroport, Havre-aux-Maisons, QC G4T 5L2, Canada",4.1,15,not found
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.31099700899999,1175,-6.0,N,America/Regina,airport,OurAirports,Hudson Bay Airport,ChIJM9_1G6KA-1IRpibOopoulYk,"Hudson Bay Airport (YHB), Hwy 9 S, Hudson Bay, SK S0E 0Y0, Canada",not found,not found,not found
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,-6.0,A,America/Winnipeg,airport,OurAirports,Dryden Regional Airport,ChIJKyiXceWvolIRDDrY8zE9OaQ,"Dryden Regional Airport, 1012 Hwy 601, Dryden, ON P8N 2Z1, Canada",1.7,3,http://www.dryden.ca/city_services/dryden_regional_airport/
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7.0,A,America/Edmonton,airport,OurAirports,Canada,ChIJW83wJFIsn1ERmSeK1jDtCtU,"Ulukhaktok, NT X0E, Canada",5,8,not found
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,-7.0,A,America/Edmonton,airport,OurAirports,Gjoa Haven Airport,ChIJ8QfKC8D6-VER9__NMrgTtlI,"Gjoa Haven Airport (YHK), Gjoa Haven, NU X0B, Canada",4.4,5,not found
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5.0,A,America/Toronto,airport,OurAirports,John C. Munro Hamilton International Airport,ChIJXwF5ncOPLIgRPLttsEGrOmI,"John C. Munro Hamilton International Airport, 9300 Airport Rd #2206, Mount Hope, ON L0R 1W0, Canada",4,321,http://flyhamilton.ca/
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5.0,A,America/Toronto,airport,OurAirports,Aéroport Montréal Saint-Hubert Longueuil,ChIJg8vasBgayUwRK8Twn2FmTL4,"Aéroport Montréal Saint-Hubert Longueuil, 5700 Route de l'Aéroport, Saint-Hubert, QC J3Y 8Y9, Canada",3.6,61,http://www.dashl.ca/
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7.0,A,America/Edmonton,airport,OurAirports,Hay River Merlyn Carter Airport (YHY),ChIJiUz4eMmOxVMRSfWyh10id-U,"Hay River Merlyn Carter Airport (YHY), Hay River, NT X0E 0R9, Canada",4.2,5,http://www.gov.nt.ca/
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798339799995,-63.50859832760001,477,-4.0,A,America/Halifax,airport,OurAirports,Halifax Stanfield International Airport,ChIJW4zLMW-AWUsRgzoGC44zC_o,"Halifax Stanfield International Airport (YHZ), 1 Bell Blvd, Enfield, NS B2T 1K2, Canada",4.1,479,http://www.flyhalifax.com/
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5.0,A,America/Coral_Harbour,airport,OurAirports,Atikokan Municipal Airport,ChIJl5-Hk6T2o1IRvTRUyTRyaPA,"Atikokan Municipal Airport (YIB), Atikokan, ON P0W, Canada",1.7,3,http://www.atikokan.ca/content/atikokan-municipal-airport
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5.0,A,America/Toronto,airport,OurAirports,Pond Inlet Airport,ChIJg1QPfw51Fk4RfGPUKD5lG6w,"Pond Inlet Airport (YIO), Pond Inlet, NU X0A, Canada",4.6,13,not found
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5.0,A,America/Toronto,airport,OurAirports,Aéroport - Ville de Saint-Jean-sur-Richelieu,ChIJ3-GC9D2iyUwRM-DXWSrYaFQ,"Aéroport - Ville de Saint-Jean-sur-Richelieu, 22 Chemin de l'Aéroport, Saint-Jean-sur-Richelieu, QC J3B 7B5, Canada",4.2,6,http://www.sjsr.ca/aeroport
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,OurAirports,Clark Field Municipal Airport,ChIJ37WH9_e2UYYRBifFCpDgAWM,"Clark Field Municipal Airport, 1050 Airport Rd, Stephenville, TX 76401, USA",4,3,http://www.stephenvilletx.gov/city-services/airport/
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.702201843299996,-120.444000244,1133,-8.0,A,America/Vancouver,airport,OurAirports,Kamloops Airport,ChIJiduq6VfTf1MRzodOZGvOFzo,"Kamloops Airport, 3035 Airport Rd, Kamloops, BC V2B 7X1, Canada",4,41,http://www.kamloopsairport.com/
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5.0,A,America/Toronto,airport,OurAirports,Waterloo Regional Airport,ChIJvWMgxXKr-ocRbAwDtp5K4Tw,"Waterloo Regional Airport, 2790 Livingston Ln, Waterloo, IA 50703, USA",4.5,11,http://www.flyalo.com/
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530166625977,-66.8052978515625,1709,-5.0,A,America/Toronto,airport,OurAirports,Schefferville Airport,ChIJL-4e-GckXEwR_b7Gmroy4SA,"Schefferville Airport (YKL), 78 Atlantic Road, Schefferville, QC G0G 2T0, Canada",5,2,http://www.airinuit.com/
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6.0,N,America/Regina,airport,OurAirports,Kindersley Regional Airport (YKY),ChIJdSJkc7dBDlMRGZEB3ZnrwaQ,"Kindersley Regional Airport (YKY), Kindersley No. 290, SK S0L 1S0, Canada",not found,not found,not found
