airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website
9379,Vitim Airport,Vitim,Russia,\N,UERT,59.458,112.563004,610,9.0,N,Asia/Yakutsk,airport,OurAirports,Vitim Airport,ChIJjUUz3OJ-Z1wR-M8mFXs88IE,"Vitim Airport, Vitim, Sakha (Yakutiya) Republits, Russia, 678152",not found,not found,not found
9380,Pellworm Field,Pellworm,Germany,\N,EDHP,54.5363883972,8.68000030518,3,1.0,E,Europe/Berlin,airport,OurAirports,Pellworm,ChIJ9Vc8Q6yLtEcRngJzZDo8C_w,"Pellworm, 25849 Pellworm, Germany",4.6,210,not found
9386,Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,43.4318,83.3786,3050,8.0,U,Asia/Shanghai,airport,OurAirports,Xinyuan,ChIJmzt2QHZFcTgRZGXul0vDLws,"Xinyuan, Ili, China",4.2,5,not found
9387,Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.20168100000001,-154.325863,280,-9.0,A,America/Anchorage,airport,OurAirports,Port Alsworth Airport,ChIJh3QwWRNnw1YR2yU3iW7E7uU,"Port Alsworth Airport (PTA), General Delivery, Port Alsworth, AK 99653, United States",5,1,http://lakeclarkair.com/
9388,Fontaine Airport,Belfort,France,BOR,LFSQ,47.65560150146499,7.0108299255371,1208,1.0,E,Europe/Paris,airport,OurAirports,Bellefontaine Regional Airport-Edj,ChIJA_KrbDkkP4gRi-0qDuC1uZs,"Bellefontaine Regional Airport-Edj, 3100 OH-47, Bellefontaine, OH 43311, USA",5,4,http://www.ci.bellefontaine.oh.us/
9390,Fairfield County Airport,Winnsboro,United States,\N,KFDW,34.31549835205078,-81.10880279541016,577,-5.0,A,America/New_York,airport,OurAirports,Fairfield County Airport,ChIJZxI37QR2OIgRTePUpFMEj4c,"Fairfield County Airport, 3430 Old Columbus Rd NW, Carroll, OH 43112, USA",4.9,13,http://www.fairfieldcountyairport.com/
9391,Obock Airport,Obock,Djibouti,OBC,HDOB,11.967000007629395,43.266998291015625,69,3.0,N,Africa/Djibouti,airport,OurAirports,Obock Airport,ChIJVZBgy5NmIhYRs57dY-hY9n0,"Obock Airport, Obock, Djibouti",4,9,not found
9392,Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ,11.782999992370605,42.91699981689453,246,3.0,N,Africa/Djibouti,airport,OurAirports,Tadjoura,ChIJl815bGrnIhYRXHna0nFF2a8,"Tadjoura, Djibouti",not found,not found,not found
9393,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.012200355529785,-91.15059661865234,6631,-6.0,S,America/Guatemala,airport,OurAirports,Quiche Airport,ChIJd7IMiOtViYURWxK6pvSUcYQ,"Quiche Airport (AQB), RN-15, Santa Cruz del Quiché, Guatemala",4.3,20,not found
9394,Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,65.13189697265625,-13.746399879455565,13,0.0,E,Atlantic/Reykjavik,airport,OurAirports,Norðfjörður Airport,ChIJKY7b9vJXyUgRMuDAxZDMxCI,"Norðfjörður Airport, Neskaupstaður, Iceland",not found,not found,not found
9395,Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.233299255371094,29.00919914245605,331,3.0,U,Europe/Istanbul,airport,OurAirports,Yunuseli Airport,ChIJJz5uu68VyhQRwrfIeWTVbps,"Adalet, Yunuseli Airport, 16372 Osmangazi/Bursa, Turkey",3.7,22,http://www.skybursa.com/
9396,Skyhaven Airport,Rochester,United States,\N,KDAW,43.28409957885742,-70.9292984008789,322,-5.0,A,America/New_York,airport,OurAirports,Skyhaven,ChIJY3eYZb5ZwYcRLqoGrBDQmig,"Skyhaven, 160 NW 251 Rd, Warrensburg, MO 64093, USA",3.5,4,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=RCM
9397,Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR,-3.235,140.994,1500,9.0,U,Asia/Jayapura,airport,OurAirports,not found,not found,not found,not found,not found,not found
9399,Newton City-County Airport,Newton,United States,EWK,KEWK,38.0582008362,-97.2744979858,1533,-6.0,A,America/Chicago,airport,OurAirports,Newton City-County Airport,ChIJs6VsE2ISu4cR7v5qoiFjjEo,"Newton City-County Airport, 810 N Oliver Rd, Newton, KS 67114, USA",4.3,7,http://www.newtonairport.com/
9400,La Ferté Alais Airfield,La Ferte Alais,France,\N,LFFQ,48.498652,2.338867,453,1.0,E,Europe/Paris,airport,OurAirports,Amicale Jean Baptiste Salis,ChIJT1DvMX_D5UcRZeQt1yM5eRg,"Amicale Jean Baptiste Salis, 91590 Cerny, France",5,2,http://www.ajbs.fr/
9402,Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.88750076293945,147.5679931640625,165,10.0,O,Australia/Hobart,airport,OurAirports,Bairnsdale Airport,ChIJYQydtJ15L2sRqGQi48mvrIU,"Bairnsdale Airport (BSJ), 345 Bengworden Rd, Bairnsdale VIC 3875, Australia",5,2,not found
9403,Taszár Air Base,Columbus,United States,TZR,LHTA,46.39310073852539,17.917499542236328,531,1.0,A,Europe/Budapest,airport,OurAirports,Taszar,ChIJSzCrcNI8aEcRRQMx_6i9FIk,"Taszár, Taszar, 7261 Hungary",4.2,40,not found
9406,Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.40699768100001,7034,-7.0,A,America/Denver,airport,OurAirports,Fort Bridger Airport,ChIJzRthAkMBUYcRype3LU4xBc8,"Fort Bridger Airport (FBR), Lyman, WY 82937, USA",not found,not found,not found
9407,Prosser Airport,Prosser,United States,\N,KS40,46.21340179,-119.7910004,697,-8.0,A,America/Los_Angeles,airport,OurAirports,Prosser Airport,ChIJQ-WukJgQmFQRMNzQ75TLst8,"Prosser Airport, 111 Nunn Rd, Prosser, WA 99350, USA",5,4,https://www.wsdot.wa.gov/aviation/AllStateAirports/Prosser_Prosser.htm
9408,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.6769981384,-122.98300170899999,176,-8.0,A,America/Los_Angeles,airport,OurAirports,Chehalis-Centralia Airport-CLS,ChIJ8Rkqoyjgk1QRvI6EIk3gM30,"Chehalis-Centralia Airport-CLS, 900 NW Airport Rd, Chehalis, WA 98532, USA",4.2,10,http://www.ci.chehalis.wa.us/airport
9409,Desert Aire Regional Airport,Mattawa,United States,\N,KM94,46.687401,-119.920998,586,-8.0,A,America/Los_Angeles,airport,OurAirports,Desert Aire Regional Airport,ChIJre7kiPazmVQR6pwrvl1gUKE,"Desert Aire Regional Airport, Desert Aire, WA 99349, USA",not found,not found,https://www.daoa.org/airport/info
9411,Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.27479935,-111.0350037,7143,-7.0,A,America/Denver,airport,OurAirports,Evanston-Uinta County Burns Field,ChIJEwBtT5B-UYcRFQTDCchFvK0,"Evanston-Uinta County Burns Field (EVW), Evanston, WY 82930, USA",4,1,http://www.evanstonaviation.com/
9412,Sabetha Municipal Airport,Sabetha,United States,\N,KK83,39.90420150756836,-95.77940368652344,1330,-6.0,A,America/Chicago,airport,OurAirports,Sabetha Municipal Landing Field,ChIJK5VPtnaBlYcRc88oyVpbKak,"Sabetha Municipal Landing Field, 100 Airport Rd, Sabetha, KS 66534, USA",not found,not found,not found
9413,Mt Pleasant Regional-Faison field,Mount Pleasant,United States,\N,KLRO,32.89780045,-79.78289795,12,-5.0,A,America/New_York,airport,OurAirports,Mount Pleasant Regional Airport,ChIJtcsGqvds_ogRUzDQgR72vUc,"Mount Pleasant Regional Airport (LRO), Faison Rd, Mt Pleasant, SC 29466, USA",4.8,9,https://www.aopa.org/airports/KLRO
9414,Jimmy Carter Regional Airport,Americus,United States,\N,KACJ,32.110802,-84.18890400000002,468,-5.0,A,America/New_York,airport,OurAirports,Jimmy Carter Regional,ChIJEXuhmbVW8ogRhWBFTLOogz4,"Jimmy Carter Regional, Americus, GA 31709, USA",5,1,not found
9415,Weedon Field,Eufala,United States,EUF,KEUF,31.951299667399997,-85.1288986206,285,-6.0,A,America/Chicago,airport,OurAirports,Weedon Field,ChIJfb684sk5jYgRYkSgtSbQF-A,"Weedon Field (EUF), 1730 N Eufaula Ave, Eufaula, AL 36027, USA",5,7,not found
9416,Saluda County Airport,Saluda,United States,\N,K6J4,33.92679977416992,-81.79460144042969,555,-5.0,A,America/New_York,airport,OurAirports,The Saluda County Airport,ChIJFdBNfcxr-IgRuD6m0hKRHaI,"The Saluda County Airport, 180 Saluda Airport Rd, Saluda, SC 29138, USA",5,1,not found
9417,Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.91899872,-75.69550323,13,-5.0,A,America/New_York,airport,OurAirports,Dare County Regional Airport (MQI),ChIJJ2RSxEz9pIkROaYYnL7dt9A,"Dare County Regional Airport (MQI), 410 Airport Rd, Manteo, NC 27954, USA",3.9,13,http://www.darenc.com/Airport/
9418,Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.615101,-85.433998,777,-6.0,A,America/Chicago,airport,OurAirports,Auburn University Regional Airport,ChIJoanNo1_tjIgR_F2ZqeWIBMM,"Auburn University Regional Airport, 2150 Mike Hubbard Boulevard, Auburn, AL 36830, USA",4.8,8,http://auoairport.com/
9419,Tri Cities Airport,Endicott,United States,\N,KCZG,42.078499,-76.096296,833,-5.0,A,America/New_York,airport,OurAirports,Tri-Cities Airport,ChIJsfyVKUCPWogR1f-HukF2Va4,"Tri-Cities Airport (TRI), 2525 TN-75 Suite 301, Blountville, TN 37617, USA",4.1,113,http://www.triflight.com/
9428,Bessemer Airport,Bessemer,United States,\N,KEKY,33.31290054,-86.92590332,700,-6.0,A,America/Chicago,airport,OurAirports,Bessemer Airport Authority,ChIJ6-tOBDXfiIgRel-CD7_UE1U,"Bessemer Airport Authority, 900 Mitchell Field Rd, Bessemer, AL 35022, USA",4.5,6,https://www.bessemerairportauthority.com/about
9429,Colorado Springs East Airport,Ellicott,United States,\N,KA50,38.8744010925293,-104.41000366210938,6145,-7.0,A,America/Denver,airport,OurAirports,Springs East Airport,ChIJ6bUJMXIlE4cRWroo0V2AF6g,"Springs East Airport, 3040 Flying View, Calhan, CO 80808, USA",not found,not found,http://springseastairport.org/
9447,Crystal Airport,Crystal,United States,\N,KMIC,45.0620002746582,-93.35389709472656,869,-6.0,A,America/Chicago,airport,OurAirports,Crystal Airport,ChIJVxiohtU2s1IRQIj9BT6-j7Y,"Crystal Airport (MIC), 5800 Crystal Airport Rd, Minneapolis, MN 55429, USA",3.9,16,https://www.metroairports.org/general-aviation/airports/crystal.aspx
9448,Clarke County Airport,Quitman,United States,\N,K23M,32.0849,-88.738897,320,-6.0,A,America/Chicago,airport,OurAirports,Clarke County Airport,ChIJq_lNkSWchIgRcmDqhEIBBM8,"Clarke County Airport, 417 County Rd 153, Quitman, MS 39355, USA",not found,not found,not found
9450,W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.56439972,-82.98529816,309,-5.0,A,America/New_York,airport,OurAirports,Baron Field Dublin Municipal Airport,ChIJ_7ulyoMh8YgRAnRcohkvtPY,"Baron Field Dublin Municipal Airport, Dublin, GA 31021, USA",4.3,4,http://www.dublinairservice.com/default.htm
9474,Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,-18.29560089111328,-137.01699829101562,5,-10.0,N,\N,airport,OurAirports,Pukaruha,ChIJLy_HRYJv-3UR01lVlte2Zs4,"Pukaruha, French Polynesia",not found,not found,not found
9475,Kabale Airport,Kabale,Uganda,\N,HUKB,-1.226111,29.96,6000,3.0,N,Africa/Kampala,airport,OurAirports,Kabale,ChIJXQxEteEN3BkR35XkYwT0Nto,"Kabale, Uganda",not found,not found,not found
9481,Guatuso Airport,Marigot,France,\N,MRGT,10.68333339691162,-84.83333587646484,164,-6.0,N,America/Costa_Rica,airport,OurAirports,Daniel Oduber Quirós International Airport,ChIJQZQl7CN-dY8RrKHqXmXX7kY,"Daniel Oduber Quirós International Airport, Aeropuerto, Provincia de Guanacaste, Liberia, Costa Rica",3.7,172,http://www.liberiacrairport.com/
9484,Central Bolívar Airport,Sevilla,Spain,\N,SVSJ,8.916666984558105,-71.93333435058594,39,-4.0,E,America/Caracas,airport,OurAirports,Bolivar Airport-M17,ChIJTypCnwS-xYcRTeH5FkNF7vc,"Bolivar Airport-M17, 4460 Airport Rd, Bolivar, MO 65613, USA",5,4,http://www.soar-m17.org/
9488,Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.49720001,-123.2900009,250,-8.0,A,America/Los_Angeles,airport,OurAirports,Corvallis Municipal Airport,ChIJkXoWtH9GwFQREkBTrWyovz0,"Corvallis Municipal Airport, 5695 SW Airport Ave, Corvallis, OR 97333, USA",4.7,6,http://www.corvallisoregon.gov/
9492,Tuzla Romania Airport,Tuzla,Romania,\N,LRTZ,43.98419952392578,28.609699249267567,161,2.0,U,Europe/Bucharest,airport,OurAirports,Regional Air Services,ChIJHxDfHBHfukARLIdClPRC4hk,"Regional Air Services, Tuzla, Romania",4.8,20,http://www.regional-air.ro/
9500,El Almendro Airport,Scranton,United States,\N,SCRT,-35.96055603027344,-71.7933349609375,486,-4.0,A,America/Santiago,airport,OurAirports,not found,not found,not found,not found,not found,not found
9511,San Agustin Airport,Morristown,United States,\N,MRST,10.06666660308838,-84.88333129882812,66,-6.0,A,America/Costa_Rica,airport,OurAirports,San Augustine County Airport,ChIJFdweMrzYOYYRG-bwOw2FvRw,"San Augustine County Airport, San Augustine, TX 75972, USA",not found,not found,http://www.co.san-augustine.tx.us/vision2020.html
9521,Samambaia Heliport,Saint Denis,Reunion,\N,SDNS,-22.462499618530273,-43.13055419921875,3167,-3.0,E,America/Sao_Paulo,airport,OurAirports,not found,not found,not found,not found,not found,not found
9528,Fazenda Campo Verde Airport,Sihanoukville,Cambodia,\N,SNKV,1.04278004169,-50.5167007446,49,-3.0,N,America/Fortaleza,airport,OurAirports,not found,not found,not found,not found,not found,not found
9532,Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH,-29.716,135.5244,745,9.5,O,Australia/Adelaide,airport,OurAirports,Prominent Hill Airport,ChIJ91m_2CPVnWoRKRXM-TcGXnU,"Prominent Hill Airport, Prominent Hill, Mount Eba SA 5720, Australia",not found,not found,not found
9533,Cowra Airport,Chatsworth,Australia,CWT,YCWR,-33.84469985961914,148.6490020751953,966,10.0,A,Australia/Sydney,airport,OurAirports,Cowra Airport,ChIJK6rAifyNEGsRkMpsJKuPUJk,"Cowra Airport, Cowra NSW 2794, Australia",not found,not found,not found
9542,Coral Bay Airport,Coral Bay,Australia,\N,YCOY,-23.1299991607666,113.7770004272461,5,8.0,O,Australia/Perth,airport,OurAirports,1,ChIJgTPw8M2M_CsRBRwMSE83MrE,"1 Robinson St, Coral Bay WA 6701, Australia",5,2,http://cbairporttransfers.com.au/
9543,Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.195899963379,-112.0120010376,4473,-7.0,A,America/Denver,airport,OurAirports,Ogden-Hinckley Airport,ChIJPeCIO6MPU4cR53eWI_kLsv8,"Ogden-Hinckley Airport, 3909 Airport Rd, Ogden, UT 84405, USA",2.8,58,http://www.flyogden.com/
9544,Lake Country Regional Airport,Clarksville,United Arab Emirates,\N,KW63,36.5957984924,-78.56009674070002,421,-5.0,A,America/New_York,airport,OurAirports,Lake Country Regional Airport,ChIJS8n0q5iErYkRg8-YL9_qS8s,"Lake Country Regional Airport, Clarksville, VA 23927, USA",5,1,http://lakecountryregionalairport.org/
9545,Robert S Kerr Airport,Poteau,United States,\N,KRKR,35.02159881591797,-94.62129974365234,451,-6.0,A,America/Chicago,airport,OurAirports,Robert S Kerr Airport,ChIJm50b-T7xyocROAGqx86iX44,"Robert S Kerr Airport (RKR), 1900 Airport Rd, Poteau, OK 74953, USA",4,4,not found
9546,Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.1755981445,-103.22200012200001,4714,-7.0,A,America/Denver,airport,OurAirports,Colorado Plains Regional,ChIJIThdsx9rcocRVR84o0OHmJg,"Colorado Plains Regional, Akron, CO 80720, USA",4,1,not found
9547,Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451,273,-8.0,A,America/Los_Angeles,airport,OurAirports,Sanderson Field,ChIJtfMoW0GWkVQRaf_AP0Brg_s,"Sanderson Field, Shelton, WA 98584, USA",4.7,3,http://www.portofshelton.com/airport.html
9739,Napakiak Airport,Napakiak,United States,WNA,PANA,60.69029998779297,-161.97900390625,17,-9.0,A,America/Anchorage,airport,OurAirports,Napakiak Airport-Wna,ChIJv1H4F5ytIVcRWzsf0cJht2U,"Napakiak Airport-Wna, Napakiak, AK 99634, USA",5,1,not found
9744,Napaskiak Airport,Napaskiak,United States,PKA,PAPK,60.70289993,-161.7779999,24,-9.0,A,America/Anchorage,airport,OurAirports,Dump Road,ChIJRYY_K69TIFcRSZuErzwChnk,"Dump Rd, Napaskiak, AK 99559, USA",not found,not found,http://dot.state.ak.us/
9746,Tok Airport,Tok,United States,\N,PATJ,63.303333,-143.001111,1670,-9.0,A,America/Anchorage,airport,OurAirports,Tok Airport,ChIJdc6xgDiKSlER052trHEQ_YY,"Tok Airport, Tok, AK 99780, USA",not found,not found,not found
9749,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.23300170899999,0,-8.0,A,America/Vancouver,airport,OurAirports,Bedwell Harbour Water Aerodrome,ChIJ-xe2zQZgj1QR_70K-Gpete0,"Bedwell Harbour Water Aerodrome, 9801 Spalding Rd, Pender Island, BC V0N 2M3, Canada",5,1,not found
9751,Washabo Airport,Washabo,Suriname,WSO,SMWS,5.215277,-57.185302,68,-3.0,N,America/Paramaribo,airport,OurAirports,not found,not found,not found,not found,not found,not found
9753,Popham Airfield,Popham,United Kingdom,\N,EGHP,51.193901,-1.23472,550,0.0,E,Europe/London,airport,OurAirports,Popham Airfield,ChIJHa81eD0adEgRev-x9n5svDw,"Popham Airfield, Coxford Down, Winchester SO21 3BD, United Kingdom",4.2,22,http://www.popham-airfield.co.uk/
9754,Causey Airport,Liberty,United States,\N,K2A5,35.911800384521484,-79.61759948730469,723,-5.0,A,America/New_York,airport,OurAirports,"Causey Aviation Service, Inc.",ChIJp0xbaMU7U4gRAf5GDWwpavk,"Causey Aviation Service, Inc., 6120 Smithwood Rd, Liberty, NC 27298, USA",5,1,http://www.causeyaviation.com/
9759,Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,27.266700744628906,-78.39969635009766,10,-5.0,A,\N,airport,OurAirports,not found,not found,not found,not found,not found,not found
9760,Black Point Airstrip,Black Point,Bahamas,\N,MYEB,24.0894884488,-76.39791727069999,10,-5.0,A,America/Nassau,airport,OurAirports,Tulsa International Airport,ChIJQbar6xzytocRImQnvjBFQ6E,"Tulsa International Airport (TUL), 7777 Airport Dr, Tulsa, OK 74115, USA",4,352,http://www.tulsaairports.com/
9761,Bartica A Airport,Bartica,Guyana,GFO,SYBT,6.358864,-58.655207,3,-4.0,N,America/Guyana,airport,OurAirports,Bartica Airport,ChIJAQAAACO5uo0Ru4-dPQUUhHc,"Bartica Airport, Bartica, Guyana",not found,not found,not found
9763,Doylestown Airport,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,394,-5.0,A,America/New_York,airport,OurAirports,Doylestown Airport,ChIJ3Wok85ICxIkRVcQaDAZO4co,"Doylestown Airport, 3879 Old Easton Rd, Doylestown, PA 18902, USA",4.8,16,http://www.doylestownairport.com/
9766,Cape Town Waterfort Heliport,Cap Town,South Africa,\N,FADW,0.0,0.0,0,2.0,N,Africa/Johannesburg,airport,OurAirports,Helicopter Rides Cape Town,ChIJf22uTlZnzB0RaMo4srSiJvU,"Helicopter Rides Cape Town, V&A Waterfront, E Pier Rd, Cape Town, 8001, South Africa",4,1,https://helicopterrides.capetown/
9768,Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133000373840332,-75.94999694824219,2010,-5.0,N,America/Lima,airport,OurAirports,Tingo María Airport,ChIJf5emUo1BppERtE7DbqbtSnc,"Tingo María Airport, Jose Abelardo Quiñones, Tacna 10131, Peru",3.6,50,not found
9769,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.754199981689,-51.68420028686499,1050,-4.0,S,America/Campo_Grande,airport,OurAirports,Aeroporto Regional Plínio Alarcon,ChIJWU4oDKCYkJQRzx8eeNRDIIs,"Aeroporto Regional Plínio Alarcon - Av. Antônio Trajano - Jupiá, Três Lagoas - MS, Brazil",not found,not found,not found
9770,Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY,38.8018989563,100.67500305200001,5280,8.0,N,Asia/Shanghai,airport,OurAirports,Zhangye Ganzhou Airport,ChIJLY4oA40qSzYRfKogGOjmfvI,"Zhangye Ganzhou Airport, Ganzhou Qu, Zhangye Shi, Gansu Sheng, China",4.5,2,not found
9771,Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.496,-61.4508,778,-4.0,N,America/Boa_Vista,airport,OurAirports,Aeroporto de Cacoal,ChIJCb4dbLElyJMRZAQYJniy4i0,"Aeroporto de Cacoal - Linha E, Cacoal - RO, Brazil",4,29,not found
9772,Warren Field,Washington,United States,OCW,KOCW,35.570499420166,-77.049797058105,38,-5.0,A,America/New_York,airport,OurAirports,3493,ChIJVZDdgdsG3IARPNnwXzgNYos,"3493 Voigt Dr, La Jolla, CA 92093, USA",not found,not found,not found
9773,Hyde County Airport,Engelhard,United States,\N,K7W6,35.562400817871094,-75.9552001953125,8,-5.0,A,America/New_York,airport,OurAirports,Hyde County,ChIJmY_dH6m7pYkRqqsu2QNHQjU,"Hyde County, 470 Airport, Engelhard, NC 27824, USA",not found,not found,http://www.hydecountync.gov/
9774,Mocopulli Airport,Castro,Chile,MHC,SCPQ,-42.340388,-73.715693,528,-4.0,S,America/Santiago,airport,OurAirports,Castro,ChIJCXMndgwTIpYRbsskgmKV6ZM,"Aeropuerto Mocopulli, Dalcahue - 5701000, Castro, Región de los Lagos, Chile",4,18,not found
9776,Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,36.161201477051,-97.08570098877001,1000,-6.0,A,America/Chicago,airport,OurAirports,Stillwater Regional Airport,ChIJi_vnf-cJsYcRCBo6FZdghTw,"Stillwater Regional Airport, 2020-1 W Airport Rd, Stillwater, OK 74075, USA",4,25,http://flystillwaterok.com/
9777,Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,35.668098449706996,-95.948699951172,720,-6.0,A,America/Chicago,airport,OurAirports,Okmulgee Regional Airport,ChIJR0vOIzEktIcRF9zQzZgnATY,"Okmulgee Regional Airport, 100 W Airport Rd, Okmulgee, OK 74447, USA",3.9,8,not found
9778,Cushing Municipal Airport,Cushing,United States,CUH,KCUH,35.9499015808,-96.7731018066,916,-6.0,A,America/Chicago,airport,OurAirports,CUH Airport,ChIJJwESU7ZpsYcRIyaM-Qh2biM,"CUH Airport, 100 Judy Adams Boulevard, Cushing, OK 74023, USA",5,2,http://cityofcushing.org/
9779,Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.3398017883,-99.2005004883,1922,-6.0,A,America/Chicago,airport,OurAirports,Clinton Sherman Airport,ChIJWcfcoC72q4cRJJzcl9B7Wu0,"Clinton Sherman Airport, 2nd St, Foss, OK 73647, USA",5,3,not found
9780,Strother Field,Winfield,United States,WLD,KWLD,37.168598175,-97.0375976562,1160,-6.0,A,America/Chicago,airport,OurAirports,Strother Field-WLD,ChIJhXMJnZx-uocRZTm9O6-uquU,"Strother Field-WLD, 22193 Tupper St, Winfield, KS 67156, USA",3.8,8,not found
9781,Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,35.53419876,-97.64710236,1300,-6.0,A,America/Chicago,airport,OurAirports,Wiley Post Airport,ChIJ_0-vGAMFsocRoFyAy0urrfg,"Wiley Post Airport, 5915 Phillip J Rhoads Ave #104, Bethany, OK 73008, USA",3.9,8,http://www.wileypostairport.com/
9782,Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,32.5401992798,-93.7450027466,179,-6.0,A,America/Chicago,airport,OurAirports,Shreveport Downtown Airport,ChIJnWY9D83MNoYRRriEV36tVkE,"Shreveport Downtown Airport, 1550 Airport Dr, Shreveport, LA 71107, USA",4.4,9,http://www.flyshreveport.com/138/Shreveport-Downtown-Airport
9783,Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,32.215301513671996,-98.177696228027,1321,-6.0,A,America/Chicago,airport,OurAirports,Clark Field Municipal Airport,ChIJ37WH9_e2UYYRBifFCpDgAWM,"Clark Field Municipal Airport, 1050 Airport Rd, Stephenville, TX 76401, USA",4,3,http://www.stephenvilletx.gov/city-services/airport/
9784,Perry Municipal Airport,Perry,United States,\N,KF22,36.38560104370117,-97.2771987915039,1002,-6.0,A,America/Chicago,airport,OurAirports,Perry Municipal Airport,ChIJ1xR5UayysYcRYAt9ZEy1v1Q,"Perry Municipal Airport, Perry, OK 73077, USA",3,1,not found
9786,Hamilton Municipal Airport,Hamilton,United States,\N,KMNZ,31.6658992767334,-98.14859771728516,1299,-6.0,A,America/Chicago,airport,OurAirports,Hamilton Municipal Airport,ChIJyzdTnabX24kRcXBo6-ejPzo,"Hamilton Municipal Airport, 6610 Wings Way, Hamilton, NY 13346, USA",4.4,7,http://www.hamiltonnyairport.com/
9787,Ada Regional Airport,Ada,United States,ADT,KADH,34.804298,-96.671303,1016,-6.0,A,America/Chicago,airport,OurAirports,Ada Regional Airport,ChIJsw6FVy5ss4cRzQgNShgo_6E,"Ada Regional Airport, 300 Ray Stout Blvd, Ada, OK 74820, USA",4.4,5,http://nfdc.faa.gov/
9788,Mesquite Metro Airport,Misquite,United States,\N,KHQZ,32.74700164794922,-96.53040313720705,447,-6.0,A,America/Chicago,airport,OurAirports,Mesquite Metro Airport-HQZ,ChIJlem7HzSuToYRBZGQoAmmaV8,"Mesquite Metro Airport-HQZ, 1340 Airport Blvd, Mesquite, TX 75181, USA",4.4,18,http://flymesquite.com/
9789,Denton Municipal Airport,Denton,United States,\N,KDTO,33.2006988525,-97.19799804690001,642,-6.0,A,America/Chicago,airport,OurAirports,Denton Enterprise Airport,ChIJjX9KX5HJTYYRKIYE9yt1OPY,"Denton Enterprise Airport, 5000 Airport Rd, Denton, TX 76207, USA",4.6,12,http://www.cityofdenton.com/
9790,Austin Executive Airport,Austin,United States,\N,KEDC,30.397493100000005,-97.5663935,620,-6.0,A,America/Chicago,airport,OurAirports,Austin Executive Airport,ChIJ29wul4DGRIYR8KNvqM4kftI,"Austin Executive Airport, 6012 Aviation Drive, Pflugerville, TX 78660, USA",4.5,30,http://www.austinexecutiveairport.com
9791,Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,\N,KRYW,30.49860000610352,-97.96949768066406,1231,-6.0,A,America/Chicago,airport,OurAirports,Lago Vista Tx - Rusty Allen,ChIJ__93k2UlW4YRRwTGRRDAmwI,"Lago Vista Tx - Rusty Allen, 9201 Bar K Ranch Rd, Lago Vista, TX 78645, USA",4.3,4,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=RYW
9792,Brenham Municipal Airport,Brenham,United States,\N,K11R,30.21899986,-96.3742981,307,-6.0,A,America/Chicago,airport,OurAirports,Brenham Municipal Airport,ChIJ1aRA7bCnRoYRBnZhPwwbH9I,"Brenham Municipal Airport, 3001 Aviation Way, Brenham, TX 77833, USA",5,6,http://www.brenhammunicipalairport.com/
