index,airline,airlineId,srcIata,srcAirportId,dstIata,dstAirport,codeshare,stops,equipment,number_routes
2752,UA,5209,DEN,3751,SGU,4064,Y,0,CRJ,1
2753,UA,5209,DEN,3751,SHV,3609,Y,0,ERJ,1
2754,UA,5209,DEN,3751,SJC,3748,,0,319 752 738 73G,1
2755,UA,5209,DEN,3751,SJD,1840,,0,739 738 320,1
2756,UA,5209,DEN,3751,SLC,3536,Y,0,CR7 ERJ DH4 CRJ E70,1
2757,UA,5209,DEN,3751,SMF,3817,,0,320 739,1
2758,UA,5209,DEN,3751,SNA,3867,,0,73G 320 738 752,1
2759,UA,5209,DEN,3751,STL,3678,Y,0,CR7 E70 ERJ CRJ,1
2760,UA,5209,DEN,3751,TPA,3646,,0,739 73G 738,1
2761,UA,5209,DEN,3751,TUL,3855,Y,0,CRJ ERJ CR7,1
2762,UA,5209,DEN,3751,TUS,3636,Y,0,CR7 CRJ ERJ,1
2763,UA,5209,DEN,3751,TYS,3676,Y,0,ERJ,1
2764,UA,5209,DEN,3751,XNA,4356,Y,0,CRJ ERJ,1
2765,UA,5209,DEN,3751,YEG,49,,0,319,1
2766,UA,5209,DEN,3751,YMM,90,Y,0,CR7,1
2767,UA,5209,DEN,3751,YQR,120,Y,0,CRJ,1
2768,UA,5209,DEN,3751,YUL,146,Y,0,E90,1
2769,UA,5209,DEN,3751,YVR,156,,0,319 320 738,1
2770,UA,5209,DEN,3751,YWG,160,Y,0,CRJ ERJ,1
2771,UA,5209,DEN,3751,YXE,166,Y,0,ERJ,1
2772,UA,5209,DEN,3751,YYC,178,,0,738 320 739,1
2773,UA,5209,DEN,3751,YYZ,193,Y,0,CR7 E90,1
2774,UA,5209,DXB,2188,DOH,11051,,0,777,1
2775,UA,5209,DXB,2188,IAD,3714,,0,777,1
2776,UA,5209,HKG,3077,EWR,3494,,0,777,1
2777,UA,5209,HKG,3077,GUM,2246,,0,738 73G,1
2778,UA,5209,HKG,3077,ORD,3830,,0,777,1
2779,UA,5209,HKG,3077,SFO,3469,,0,744,1
2780,UA,5209,HKG,3077,SGN,3205,,0,738 73G,1
2781,UA,5209,HKG,3077,SIN,3316,,0,777,1
2782,UA,5209,ICN,3930,JFK,3797,Y,0,77W,1
2783,UA,5209,ICN,3930,LAX,3484,Y,0,744 77L,1
2784,UA,5209,ICN,3930,NRT,2279,,0,738,1
2785,UA,5209,ICN,3930,REP,3035,Y,0,321,1
2786,UA,5209,ICN,3930,SEA,3577,Y,0,333,1
2787,UA,5209,ICN,3930,SFO,3469,,0,744,1
2788,UA,5209,MIA,3576,BAQ,2710,Y,0,318 320,1
2789,UA,5209,MIA,3576,BOG,2709,Y,0,330,1
2790,UA,5209,MIA,3576,CLO,2715,Y,0,319 318 320,1
2791,UA,5209,MIA,3576,CTG,2714,Y,0,318 320,1
2792,UA,5209,MIA,3576,DEN,3751,,0,319,1
2793,UA,5209,MIA,3576,EWR,3494,,0,739 738 320 73G,1
2794,UA,5209,MIA,3576,FRA,340,Y,0,388,1
2795,UA,5209,MIA,3576,GUA,1767,Y,0,E90,1
2796,UA,5209,MIA,3576,IAD,3714,,0,319,1
2797,UA,5209,MIA,3576,IAH,3550,,0,739 319 738 73G,1
2798,UA,5209,MIA,3576,LIM,2789,Y,0,330,1
2799,UA,5209,MIA,3576,LIS,1638,Y,0,332 343,1
2800,UA,5209,MIA,3576,MDE,2745,Y,0,319 320,1
2801,UA,5209,MIA,3576,ORD,3830,Y,0,CR7,1
2802,UA,5209,MIA,3576,PTY,1871,,0,738,1
2803,UA,5209,MIA,3576,SAL,1892,Y,0,320 E90,1
2804,UA,5209,MIA,3576,SAP,1772,Y,0,320 E90 319,1
2805,UA,5209,MIA,3576,ZRH,1678,Y,0,333,1
2806,UA,5209,MUC,346,BOS,3448,Y,0,333,1
2807,UA,5209,MUC,346,EWR,3494,,0,764,1
2808,UA,5209,MUC,346,IAD,3714,,0,764,1
2809,UA,5209,MUC,346,IAH,3550,,0,764,1
2810,UA,5209,MUC,346,JFK,3797,Y,0,333,1
2811,UA,5209,MUC,346,LAX,3484,Y,0,346,1
2812,UA,5209,MUC,346,ORD,3830,,0,763 777,1
2813,UA,5209,MUC,346,SFO,3469,Y,0,346,1
2814,UE,3589,DXB,2188,ADE,3977,,0,320,1
2815,UJ,11811,IST,1701,DOK,2940,,0,320,1
2816,UJ,11811,IST,1701,KBP,2939,,0,320,1
2817,UJ,11811,IST,1701,ODS,2947,,0,320,1
2818,UL,4349,DXB,2188,CMB,3024,,0,332 320 321,1
2819,UL,4349,HKG,3077,BKK,3885,,0,332,1
2820,UN,5067,BCN,1218,DME,4029,,0,763 734 772 744,1
2821,UN,5067,HKG,3077,DME,4029,,0,763,1
2822,UN,5067,IST,1701,VKO,2988,,0,738 73G,1
2823,UN,5067,LGW,502,DME,4029,,0,320,1
2824,UN,5067,LGW,502,MCO,3878,Y,0,744,1
2825,UN,5067,MIA,3576,VKO,2988,,0,777,1
2826,UO,2774,HKG,3077,BKI,3269,,0,320,1
2827,UO,2774,HKG,3077,CNX,3931,,0,320,1
2828,UO,2774,HKG,3077,FUK,2305,,0,320,1
2829,UO,2774,HKG,3077,HKT,3179,,0,320,1
2830,UO,2774,HKG,3077,HND,2359,,0,320,1
2831,UO,2774,HKG,3077,ICN,3930,,0,320,1
2832,UO,2774,HKG,3077,KIX,3992,,0,320,1
2833,UO,2774,HKG,3077,KMG,3382,,0,320,1
2834,UO,2774,HKG,3077,PEN,3308,,0,320,1
2835,UO,2774,HKG,3077,RMQ,2268,,0,320,1
2836,UO,2774,ICN,3930,HKG,3077,,0,320,1
2837,UP,1403,MIA,3576,NAS,1953,,0,737,1
2838,UP,1403,MIA,3576,SKB,2891,,0,737,1
2839,US,5265,BCN,1218,JFK,3797,,0,763,1
2840,US,5265,BCN,1218,MIA,3576,,0,763,1
2841,US,5265,BCN,1218,PHL,3752,,0,332,1
2842,US,5265,DEN,3751,CLT,3876,,0,321 320,1
2843,US,5265,DEN,3751,DFW,3670,,0,738 M83 M80,1
2844,US,5265,DEN,3751,LAX,3484,,0,CR7,1
2845,US,5265,DEN,3751,MIA,3576,,0,738,1
2846,US,5265,DEN,3751,ORD,3830,,0,CR7,1
2847,US,5265,DEN,3751,PHL,3752,,0,320 321,1
2848,US,5265,DEN,3751,PHX,3462,,0,320 321,1
2849,US,5265,HKG,3077,SFO,3469,,0,77W,1
2850,US,5265,HKG,3077,SIN,3316,,0,77W,1
2851,US,5265,ICN,3930,DFW,3670,,0,777,1
2852,US,5265,ICN,3930,SFO,3469,,0,77W,1
2853,US,5265,ICN,3930,SIN,3316,,0,77W,1
2854,US,5265,IST,1701,FRA,340,Y,0,330 321 320 343 332,1
2855,US,5265,IST,1701,IAD,3714,Y,0,330,1
2856,US,5265,IST,1701,IAH,3550,,0,77W,1
2857,US,5265,IST,1701,JFK,3797,Y,0,330 77W,1
2858,US,5265,IST,1701,LAX,3484,Y,0,77W,1
2859,US,5265,IST,1701,MUC,346,Y,0,321 320 738,1
2860,US,5265,IST,1701,ORD,3830,Y,0,330,1
2861,US,5265,IST,1701,ZRH,1678,Y,0,738 321,1
2862,US,5265,MIA,3576,ANU,2874,,0,738,1
2863,US,5265,MIA,3576,ASU,2699,,0,757,1
2864,US,5265,MIA,3576,ATL,3682,Y,0,ERD 738 ER4,1
2865,US,5265,MIA,3576,AUA,2895,,0,738,1
2866,US,5265,MIA,3576,BAQ,2710,,0,318 320,1
2867,US,5265,MIA,3576,BCN,1218,,0,763,1
2868,US,5265,MIA,3576,BDA,4069,,0,738,1
2869,US,5265,MIA,3576,BDL,3825,,0,738,1
2870,US,5265,MIA,3576,BGI,2875,,0,757,1
2871,US,5265,MIA,3576,BHM,3811,,0,ER4,1
2872,US,5265,MIA,3576,BNA,3690,,0,ER4,1
2873,US,5265,MIA,3576,BOG,2709,,0,763 757 330,1
2874,US,5265,MIA,3576,BOS,3448,,0,757 738,1
2875,US,5265,MIA,3576,BSB,2531,,0,757,1
2876,US,5265,MIA,3576,BWI,3849,,0,738,1
2877,US,5265,MIA,3576,BZE,1957,Y,0,738,1
2878,US,5265,MIA,3576,CDG,1382,,0,763,1
2879,US,5265,MIA,3576,CHS,3806,,0,ER4,1
2880,US,5265,MIA,3576,CLE,3486,,0,ER4,1
2881,US,5265,MIA,3576,CLO,2715,,0,738 319 318 320,1
2882,US,5265,MIA,3576,CLT,3876,,0,319 321 320 734,1
2883,US,5265,MIA,3576,CMH,3759,,0,ER4,1
2884,US,5265,MIA,3576,CNF,2537,,0,763,1
2885,US,5265,MIA,3576,CTG,2714,,0,318 320,1
2886,US,5265,MIA,3576,CUN,1852,,0,738,1
2887,US,5265,MIA,3576,CUR,2897,,0,738,1
2888,US,5265,MIA,3576,CVG,3488,,0,ER4,1
2889,US,5265,MIA,3576,CWB,2545,,0,763,1
2890,US,5265,MIA,3576,CZM,1800,,0,738,1
2891,US,5265,MIA,3576,DCA,3520,,0,738,1
2892,US,5265,MIA,3576,DEN,3751,,0,738,1
2893,US,5265,MIA,3576,DFW,3670,,0,738 757,1
2894,US,5265,MIA,3576,DTW,3645,,0,738,1
2895,US,5265,MIA,3576,ELH,1943,,0,ER4,1
2896,US,5265,MIA,3576,EWR,3494,,0,738 757,1
2897,US,5265,MIA,3576,EYW,3875,,0,ERD,1
2898,US,5265,MIA,3576,FDF,2878,,0,738,1
2899,US,5265,MIA,3576,FPO,1948,,0,ER4 ERD,1
2900,US,5265,MIA,3576,GCM,1926,,0,738,1
2901,US,5265,MIA,3576,GGT,1941,,0,ER4,1
2902,US,5265,MIA,3576,GIG,2560,,0,763,1
2903,US,5265,MIA,3576,GND,2882,,0,738,1
2904,US,5265,MIA,3576,GNV,3472,,0,ER4,1
2905,US,5265,MIA,3576,GRU,2564,,0,777,1
2906,US,5265,MIA,3576,GSO,4008,,0,ER4,1
2907,US,5265,MIA,3576,GUA,1767,,0,738 E90,1
2908,US,5265,MIA,3576,IAD,3714,,0,738,1
2909,US,5265,MIA,3576,IAH,3550,,0,738,1
2910,US,5265,MIA,3576,IND,3585,,0,ER4,1
2911,US,5265,MIA,3576,JAX,3712,,0,ER4 ERD,1
2912,US,5265,MIA,3576,JFK,3797,,0,763 757 738,1
2913,US,5265,MIA,3576,KIN,1779,,0,738,1
2914,US,5265,MIA,3576,LAS,3877,,0,738,1
2915,US,5265,MIA,3576,LAX,3484,,0,777 763 757,1
2916,US,5265,MIA,3576,LGA,3697,,0,738,1
2917,US,5265,MIA,3576,LHR,507,,0,77W 777,1
2918,US,5265,MIA,3576,LIM,2789,,0,763 757,1
2919,US,5265,MIA,3576,LIR,1881,,0,738,1
2920,US,5265,MIA,3576,LPB,2762,,0,757,1
2921,US,5265,MIA,3576,LRM,1759,,0,ER4,1
2922,US,5265,MIA,3576,MAD,1229,,0,763,1
2923,US,5265,MIA,3576,MAO,2551,,0,738,1
2924,US,5265,MIA,3576,MBJ,1780,,0,738 757,1
2925,US,5265,MIA,3576,MCO,3878,,0,757 738,1
2926,US,5265,MIA,3576,MDE,2745,,0,738 319 320,1
2927,US,5265,MIA,3576,MEM,3473,,0,ER4,1
2928,US,5265,MIA,3576,MEX,1824,,0,738,1
2929,US,5265,MIA,3576,MGA,1863,,0,738 E90 320 319,1
2930,US,5265,MIA,3576,MHH,1930,,0,ERD,1
2931,US,5265,MIA,3576,MSP,3858,,0,738,1
2932,US,5265,MIA,3576,MSY,3861,Y,0,738,1
2933,US,5265,MIA,3576,MVD,2816,,0,763,1
2934,US,5265,MIA,3576,MXP,1524,,0,763,1
2935,US,5265,MIA,3576,NAS,1953,,0,ER4 ERD,1
2936,US,5265,MIA,3576,ORD,3830,,0,738 763,1
2937,US,5265,MIA,3576,ORF,3611,,0,ER4,1
2938,US,5265,MIA,3576,PAP,1897,,0,738 763 757,1
2939,US,5265,MIA,3576,PHL,3752,,0,320 738 321 752,1
2940,US,5265,MIA,3576,PHX,3462,,0,738,1
2941,US,5265,MIA,3576,PIT,3570,,0,ER4,1
2942,US,5265,MIA,3576,PLS,1754,,0,757,1
2943,US,5265,MIA,3576,PNS,3564,,0,ER4,1
2944,US,5265,MIA,3576,POP,1761,,0,757,1
2945,US,5265,MIA,3576,POS,2902,,0,757,1
2946,US,5265,MIA,3576,PTP,2881,,0,738,1
2947,US,5265,MIA,3576,PTY,1871,,0,738,1
2948,US,5265,MIA,3576,PUJ,1760,,0,738,1
2949,US,5265,MIA,3576,RDU,3626,,0,738,1
2950,US,5265,MIA,3576,REC,2610,,0,757,1
2951,US,5265,MIA,3576,RIC,3608,,0,ER4,1
2952,US,5265,MIA,3576,RTB,1774,,0,738,1
2953,US,5265,MIA,3576,SAL,1892,,0,738 320 E90,1
2954,US,5265,MIA,3576,SAN,3731,,0,738,1
2955,US,5265,MIA,3576,SAP,1772,,0,738 320 E90 319,1
2956,US,5265,MIA,3576,SCL,2650,,0,763,1
2957,US,5265,MIA,3576,SDF,4014,,0,ER4,1
2958,US,5265,MIA,3576,SDQ,1762,,0,757 763,1
2959,US,5265,MIA,3576,SEA,3577,,0,757,1
2960,US,5265,MIA,3576,SFO,3469,,0,763 757 738,1
2961,US,5265,MIA,3576,SJO,1885,,0,757 738,1
2962,US,5265,MIA,3576,SJU,2890,,0,738 757,1
2963,US,5265,MIA,3576,SKB,2891,,0,738,1
2964,US,5265,MIA,3576,SSA,2621,,0,757,1
2965,US,5265,MIA,3576,STI,1764,Y,0,757 738,1
2966,US,5265,MIA,3576,STL,3678,,0,738,1
2967,US,5265,MIA,3576,STT,2883,,0,757,1
2968,US,5265,MIA,3576,STX,2884,,0,738,1
2969,US,5265,MIA,3576,SXM,2899,,0,757 738,1
2970,US,5265,MIA,3576,TGU,1776,,0,757,1
2971,US,5265,MIA,3576,TLH,3698,,0,ER4 ERD,1
2972,US,5265,MIA,3576,TPA,3646,,0,738,1
2973,US,5265,MIA,3576,TUL,3855,,0,738,1
2974,US,5265,MIA,3576,UVF,2894,Y,0,757,1
2975,US,5265,MIA,3576,YUL,146,,0,738,1
2976,US,5265,MIA,3576,YYZ,193,,0,738,1
2977,US,5265,MUC,346,ATH,3941,Y,0,320,1
2978,US,5265,MUC,346,DOH,11051,,0,788,1
2979,US,5265,MUC,346,IST,1701,Y,0,320 321 738,1
2980,US,5265,MUC,346,JNB,813,,0,346 343 332,1
2981,US,5265,MUC,346,LIS,1638,Y,0,320,1
2982,US,5265,MUC,346,PHL,3752,,0,333,1
2983,US,5265,MUC,346,SIN,3316,,0,77W,1
2984,US,5265,MUC,346,SKG,1486,Y,0,320,1
2985,UX,90,BCN,1218,BJZ,1219,,0,ATR,1
2986,UX,90,BCN,1218,CDG,1382,Y,0,32S,1
2987,UX,90,BCN,1218,MAD,1229,,0,332 333,1
2988,UX,90,BCN,1218,OTP,1657,Y,0,737,1
2989,UX,90,BCN,1218,PMI,3998,,0,738 E90,1
2990,UX,90,BCN,1218,PRG,1587,,0,32S,1
2991,UX,90,BCN,1218,SVO,2985,,0,32S,1
2992,UX,90,BCN,1218,TFN,1057,,0,738,1
2993,UX,90,LGW,502,MAD,1229,,0,738,1
2994,UX,90,MUC,346,MAD,1229,,0,E90,1
2995,V7,20577,MUC,346,BOD,1264,,0,717,1
2996,V7,20577,MUC,346,NTE,1418,,0,717,1
2997,VA,5360,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,1
2998,VA,5360,MUC,346,MAN,478,Y,0,77W,1
2999,VA,5360,MUC,346,SIN,3316,Y,0,77W,1
3000,VN,5309,HKG,3077,HAN,3199,,0,321,1
3001,VN,5309,HKG,3077,SGN,3205,,0,321 330,1
3002,VN,5309,ICN,3930,DAD,3196,,0,321,1
3003,VN,5309,ICN,3930,HAN,3199,,0,332 321 330,1
3004,VN,5309,ICN,3930,SGN,3205,,0,332 321 330,1
3005,VS,5347,DEN,3751,ATL,3682,Y,0,757 M90 738,1
3006,VS,5347,DXB,2188,LHR,507,,0,333,1
3007,VS,5347,HKG,3077,LHR,507,,0,346,1
3008,VS,5347,LGW,502,ANU,2874,,0,333,1
3009,VS,5347,LGW,502,BGI,2875,,0,333 744,1
3010,VS,5347,LGW,502,CUN,1852,,0,744,1
3011,VS,5347,LGW,502,HAV,1909,,0,744,1
3012,VS,5347,LGW,502,LAS,3877,,0,744,1
3013,VS,5347,LGW,502,MBJ,1780,,0,744,1
3014,VS,5347,LGW,502,MCO,3878,,0,744,1
3015,VS,5347,LGW,502,PEK,3364,,0,330,1
3016,VS,5347,LGW,502,UVF,2894,,0,333,1
3017,VS,5347,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,1
3018,VS,5347,MIA,3576,LHR,507,,0,744 333,1
3019,VS,5347,MUC,346,MAN,478,Y,0,77W,1
3020,VS,5347,MUC,346,SIN,3316,Y,0,77W,1
3021,VY,2439,BCN,1218,AAL,628,,0,320,1
3022,VY,2439,BCN,1218,ACE,1055,,0,320,1
3023,VY,2439,BCN,1218,AGP,1230,,0,320,1
3024,VY,2439,BCN,1218,ALC,1212,,0,320,1
3025,VY,2439,BCN,1218,ALG,210,,0,320,1
3026,VY,2439,BCN,1218,AMS,580,,0,320,1
3027,VY,2439,BCN,1218,ARN,737,,0,320,1
3028,VY,2439,BCN,1218,ATH,3941,,0,320,1
3029,VY,2439,BCN,1218,BES,1403,,0,320,1
3030,VY,2439,BCN,1218,BGO,636,,0,320,1
3031,VY,2439,BCN,1218,BIO,1216,,0,320,1
3032,VY,2439,BCN,1218,BJL,1050,,0,320,1
3033,VY,2439,BCN,1218,BLQ,1538,,0,320,1
3034,VY,2439,BCN,1218,BOD,1264,,0,320,1
3035,VY,2439,BCN,1218,BRI,1501,,0,320,1
3036,VY,2439,BCN,1218,BRU,302,,0,320,1
3037,VY,2439,BCN,1218,CDG,1382,,0,320 319,1
3038,VY,2439,BCN,1218,CMN,1074,,0,320,1
3039,VY,2439,BCN,1218,CPH,609,,0,320,1
3040,VY,2439,BCN,1218,CTA,1509,,0,320,1
3041,VY,2439,BCN,1218,CWL,488,,0,320,1
3042,VY,2439,BCN,1218,DBV,1200,,0,320,1
3043,VY,2439,BCN,1218,DKR,1084,,0,320,1
3044,VY,2439,BCN,1218,DME,4029,,0,320,1
3045,VY,2439,BCN,1218,DRS,338,,0,319 320,1
3046,VY,2439,BCN,1218,DTM,373,,0,319,1
3047,VY,2439,BCN,1218,DUS,345,,0,320,1
3048,VY,2439,BCN,1218,EAS,1242,,0,319,1
3049,VY,2439,BCN,1218,EDI,535,,0,320,1
3050,VY,2439,BCN,1218,FCO,1555,,0,320,1
3051,VY,2439,BCN,1218,FEZ,1066,,0,320,1
3052,VY,2439,BCN,1218,FLR,1563,,0,319,1
3053,VY,2439,BCN,1218,FRA,340,,0,320,1
3054,VY,2439,BCN,1218,FUE,1051,,0,320,1
3055,VY,2439,BCN,1218,GOA,1528,,0,320,1
3056,VY,2439,BCN,1218,GOT,687,,0,320,1
3057,VY,2439,BCN,1218,GRX,1223,,0,320,1
3058,VY,2439,BCN,1218,HAJ,352,,0,320,1
3059,VY,2439,BCN,1218,HAM,342,,0,320,1
3060,VY,2439,BCN,1218,HEL,421,,0,320,1
3061,VY,2439,BCN,1218,IBZ,1225,,0,320,1
3062,VY,2439,BCN,1218,IEV,2944,,0,320,1
3063,VY,2439,BCN,1218,LCG,1220,,0,320,1
3064,VY,2439,BCN,1218,LED,2948,,0,320,1
3065,VY,2439,BCN,1218,LEI,1213,,0,320,1
3066,VY,2439,BCN,1218,LEJ,348,,0,319 320,1
3067,VY,2439,BCN,1218,LGW,502,,0,320,1
3068,VY,2439,BCN,1218,LIL,1399,,0,320,1
3069,VY,2439,BCN,1218,LIS,1638,,0,320,1
3070,VY,2439,BCN,1218,LPA,1054,,0,320,1
3071,VY,2439,BCN,1218,LUX,629,,0,320,1
3072,VY,2439,BCN,1218,LYS,1335,,0,320,1
3073,VY,2439,BCN,1218,MAD,1229,,0,320,1
3074,VY,2439,BCN,1218,MAH,1231,,0,320,1
3075,VY,2439,BCN,1218,MLA,1606,,0,320,1
3076,VY,2439,BCN,1218,MRS,1353,,0,320,1
3077,VY,2439,BCN,1218,MUC,346,,0,320,1
3078,VY,2439,BCN,1218,MXP,1524,,0,320,1
3079,VY,2439,BCN,1218,NAP,1561,,0,320,1
3080,VY,2439,BCN,1218,NCE,1354,,0,320,1
3081,VY,2439,BCN,1218,NDR,5673,,0,320,1
3082,VY,2439,BCN,1218,NTE,1418,,0,320,1
3083,VY,2439,BCN,1218,NUE,347,,0,320,1
3084,VY,2439,BCN,1218,OPO,1636,,0,320,1
3085,VY,2439,BCN,1218,ORN,231,,0,320,1
3086,VY,2439,BCN,1218,ORY,1386,,0,320 319,1
3087,VY,2439,BCN,1218,OSL,644,,0,320,1
3088,VY,2439,BCN,1218,OTP,1657,,0,320,1
3089,VY,2439,BCN,1218,OVD,1214,,0,320,1
3090,VY,2439,BCN,1218,PMI,3998,,0,320,1
3091,VY,2439,BCN,1218,PMO,1512,,0,320,1
3092,VY,2439,BCN,1218,PRG,1587,,0,320,1
3093,VY,2439,BCN,1218,PSA,1562,,0,320,1
3094,VY,2439,BCN,1218,RAK,1075,,0,320,1
3095,VY,2439,BCN,1218,RNS,1415,,0,320,1
3096,VY,2439,BCN,1218,SCQ,1243,,0,320,1
3097,VY,2439,BCN,1218,SDR,1251,,0,320,1
3098,VY,2439,BCN,1218,STR,350,,0,320,1
3099,VY,2439,BCN,1218,SVG,666,,0,320,1
3100,VY,2439,BCN,1218,SVQ,1253,,0,320,1
3101,VY,2439,BCN,1218,TFN,1057,,0,320,1
3102,VY,2439,BCN,1218,TFS,1056,,0,320,1
3103,VY,2439,BCN,1218,TLS,1273,,0,320,1
3104,VY,2439,BCN,1218,TLV,1590,,0,320,1
3105,VY,2439,BCN,1218,TNG,1080,,0,320,1
3106,VY,2439,BCN,1218,TRN,1526,,0,320,1
3107,VY,2439,BCN,1218,TXL,351,,0,320,1
3108,VY,2439,BCN,1218,VCE,1551,,0,320,1
3109,VY,2439,BCN,1218,VGO,1250,,0,320,1
3110,VY,2439,BCN,1218,VIE,1613,,0,320,1
3111,VY,2439,BCN,1218,VLL,1247,,0,320,1
3112,VY,2439,BCN,1218,WAW,679,,0,320,1
3113,VY,2439,BCN,1218,XRY,1226,,0,320,1
3114,VY,2439,BCN,1218,ZAG,1208,,0,320,1
3115,VY,2439,BCN,1218,ZRH,1678,,0,319 320,1
3116,VY,2439,LGW,502,BCN,1218,,0,320,1
3117,VY,2439,LGW,502,FLR,1563,,0,319,1
3118,VY,2439,MUC,346,AGP,1230,,0,320,1
3119,VY,2439,MUC,346,BCN,1218,,0,320,1
3120,W2,18553,LGW,502,KEF,16,Y,0,320,1
3121,W5,3370,DXB,2188,IKA,4330,,0,AB6,1
3122,W5,3370,IST,1701,IKA,4330,,0,AB6,1
3123,W6,5461,BCN,1218,BUD,1489,,0,320,1
3124,W6,5461,BCN,1218,CLJ,1652,,0,320,1
3125,W6,5461,BCN,1218,GDN,668,,0,320,1
3126,W6,5461,BCN,1218,KTW,671,,0,320,1
3127,W6,5461,BCN,1218,OTP,1657,,0,320,1
3128,W6,5461,BCN,1218,POZ,674,,0,320,1
3129,W6,5461,BCN,1218,SOF,1194,,0,320,1
3130,W6,5461,BCN,1218,TSR,1663,,0,320,1
3131,W6,5461,BCN,1218,VNO,3959,,0,320,1
3132,W6,5461,BCN,1218,WAW,679,,0,320,1
3133,WB,4292,DXB,2188,KGL,1165,,0,738,1
3134,WB,4292,DXB,2188,MBA,1145,,0,738,1
3135,WB,4292,IST,1701,KGL,1165,,0,739,1
3136,WN,4547,DEN,3751,ABQ,4019,,0,73W 73C,1
3137,WN,4547,DEN,3751,AMA,3840,,0,73W 73C,1
3138,WN,4547,DEN,3751,ATL,3682,,0,73W,1
3139,WN,4547,DEN,3751,AUS,3673,,0,73C 73W,1
3140,WN,4547,DEN,3751,BDL,3825,,0,73W,1
3141,WN,4547,DEN,3751,BNA,3690,,0,73W 738 73H,1
3142,WN,4547,DEN,3751,BOI,3495,,0,73W 73C,1
3143,WN,4547,DEN,3751,BOS,3448,,0,73W,1
3144,WN,4547,DEN,3751,BUR,3644,,0,73W,1
3145,WN,4547,DEN,3751,BWI,3849,,0,73W 738,1
3146,WN,4547,DEN,3751,CAK,4112,,0,73W,1
3147,WN,4547,DEN,3751,CMH,3759,,0,73W,1
3148,WN,4547,DEN,3751,DAY,3627,,0,73W,1
3149,WN,4547,DEN,3751,DTW,3645,,0,73W,1
3150,WN,4547,DEN,3751,EWR,3494,,0,73W,1
3151,WN,4547,DEN,3751,FLL,3533,,0,73W,1
3152,WN,4547,DEN,3751,GEG,3467,,0,73W,1
3153,WN,4547,DEN,3751,GRR,3685,,0,73W,1
3154,WN,4547,DEN,3751,HOU,3566,,0,73H 73W 733,1
3155,WN,4547,DEN,3751,IAD,3714,,0,73W,1
3156,WN,4547,DEN,3751,IND,3585,,0,73C 73W 733,1
3157,WN,4547,DEN,3751,JAX,3712,,0,73W,1
3158,WN,4547,DEN,3751,LAS,3877,,0,73W 73C 73H 738,1
3159,WN,4547,DEN,3751,LAX,3484,,0,733 73H 73C 73W,1
3160,WN,4547,DEN,3751,LGA,3697,,0,73W,1
3161,WN,4547,DEN,3751,MCI,3458,,0,73W 73C 73H,1
3162,WN,4547,DEN,3751,MCO,3878,,0,73W 73H,1
3163,WN,4547,DEN,3751,MDW,3747,,0,73W 738,1
3164,WN,4547,DEN,3751,MKE,3717,,0,73W 733,1
3165,WN,4547,DEN,3751,MSP,3858,,0,73W 73H 733 73C,1
3166,WN,4547,DEN,3751,MSY,3861,,0,73W ,1
3167,WN,4547,DEN,3751,OAK,3453,,0,73W,1
3168,WN,4547,DEN,3751,OKC,3863,,0,73W 73C,1
3169,WN,4547,DEN,3751,OMA,3454,,0,73W,1
3170,WN,4547,DEN,3751,ONT,3734,,0,73W,1
3171,WN,4547,DEN,3751,PDX,3720,,0,73W,1
3172,WN,4547,DEN,3751,PHL,3752,,0,73W,1
3173,WN,4547,DEN,3751,PHX,3462,,0,73W 73C 73H 733,1
3174,WN,4547,DEN,3751,PIT,3570,,0,73W 73H,1
3175,WN,4547,DEN,3751,RDU,3626,,0,73W,1
3176,WN,4547,DEN,3751,RNO,3807,,0,73W,1
3177,WN,4547,DEN,3751,SAN,3731,,0,73C 73H 73W,1
3178,WN,4547,DEN,3751,SAT,3621,,0,73C 73W 733,1
3179,WN,4547,DEN,3751,SDF,4014,,0,73W,1
3180,WN,4547,DEN,3751,SEA,3577,,0,73W 73H,1
3181,WN,4547,DEN,3751,SFO,3469,,0,73W,1
3182,WN,4547,DEN,3751,SJC,3748,,0,73W,1
3183,WN,4547,DEN,3751,SLC,3536,,0,73W 733 73C 73H,1
3184,WN,4547,DEN,3751,SMF,3817,,0,733 73W 73H 73C 738,1
3185,WN,4547,DEN,3751,SNA,3867,,0,73W,1
3186,WN,4547,DEN,3751,STL,3678,,0,73W 733,1
3187,WN,4547,DEN,3751,TPA,3646,,0,73W 73H,1
3188,WN,4547,DEN,3751,TUL,3855,,0,735 73W,1
3189,WN,4547,DEN,3751,TUS,3636,,0,73W 73C,1
3190,WS,5416,MIA,3576,MSY,3861,Y,0,738,1
3191,WS,5416,MIA,3576,YUL,146,Y,0,738,1
3192,WS,5416,MIA,3576,YYZ,193,Y,0,738,1
3193,WW,1441,LGW,502,KEF,16,,0,320,1
3194,WY,3778,DXB,2188,MCT,2194,,0,738 E75 332 73G 333,1
3195,WY,3778,DXB,2188,SLL,2195,,0,E75,1
3196,WY,3778,IST,1701,MCT,2194,,0,321,1
3197,WY,3778,MUC,346,MCT,2194,,0,333 332,1
3198,X3,2681,MUC,346,AYT,1688,,0,73H,1
