index,airline,airlineId,srcIata,srcAirportId,dstIata,dstAirport,codeshare,stops,equipment,number_routes
0,3G,595,BCN,1218,BJL,1050,,0,319,1
1,3G,595,LGW,502,FNA,1059,,0,319,1
2,3K,3021,HKG,3077,SIN,3316,,0,320,1
3,3L,2916,MUC,346,EBA,1558,,0,DH3,1
4,3O,9818,BCN,1218,CMN,1074,,0,320,1
5,3O,9818,BCN,1218,NDR,5673,,0,320,1
6,3O,9818,BCN,1218,TNG,1080,,0,320,1
7,3O,9818,LGW,502,CMN,1074,,0,320,1
8,3O,9818,LGW,502,TNG,1080,,0,320,1
9,3U,4608,HKG,3077,CTU,3395,,0,320,1
10,3U,4608,HKG,3077,YIH,6361,,0,320,1
11,3U,4608,HKG,3077,ZHA,6357,,0,319,1
12,3U,4608,ICN,3930,CTU,3395,,0,321,1
13,4H,8463,DXB,2188,DAC,3076,,0,313,1
14,4M,3201,MIA,3576,EZE,3988,,0,777 763,1
15,4M,3201,MIA,3576,PUJ,1760,,0,763,1
16,4O,17885,MIA,3576,MEX,1824,,0,320,1
17,4Q,10758,DXB,2188,KBL,2050,,0,319,1
18,4U,2548,BCN,1218,CGN,344,,0,320 319,1
19,4U,2548,BCN,1218,DUS,345,,0,320 319,1
20,4U,2548,BCN,1218,HAJ,352,,0,319,1
21,4U,2548,BCN,1218,HAM,342,,0,319,1
22,4U,2548,BCN,1218,STR,350,,0,319 320,1
23,4U,2548,MUC,346,DTM,373,,0,319,1
24,5J,1683,DXB,2188,MNL,2397,,0,330,1
25,5J,1683,HKG,3077,CEB,4206,,0,320,1
26,5J,1683,HKG,3077,CRK,4140,,0,319,1
27,5J,1683,HKG,3077,ILO,2429,,0,319,1
28,5J,1683,HKG,3077,MNL,2397,,0,320,1
29,5J,1683,ICN,3930,CEB,4206,,0,320,1
30,5J,1683,ICN,3930,KLO,2430,,0,320,1
31,5J,1683,ICN,3930,MNL,2397,,0,330,1
32,6E,2850,DXB,2188,BOM,2997,,0,320,1
33,6E,2850,DXB,2188,COK,3136,,0,320,1
34,6E,2850,DXB,2188,DEL,3093,,0,320,1
35,6E,2850,DXB,2188,HYD,\N,,0,320,1
36,6E,2850,DXB,2188,MAA,3144,,0,320,1
37,6E,2850,DXB,2188,TRV,3153,,0,320,1
38,7C,2994,HKG,3077,ICN,3930,,0,737,1
39,7C,2994,ICN,3930,BKK,3885,,0,737,1
40,7C,2994,ICN,3930,CEB,4206,,0,737,1
41,7C,2994,ICN,3930,FUK,2305,,0,737,1
42,7C,2994,ICN,3930,GUM,2246,,0,737,1
43,7C,2994,ICN,3930,HKG,3077,,0,737,1
44,7C,2994,ICN,3930,KIX,3992,,0,737,1
45,7C,2994,ICN,3930,MNL,2397,,0,737,1
46,7C,2994,ICN,3930,NGO,3942,,0,737,1
47,7C,2994,ICN,3930,NRT,2279,,0,737,1
48,7C,2994,ICN,3930,TAO,3390,,0,737,1
49,7I,18944,MIA,3576,AUA,2895,,0,M83,1
50,7I,18944,MIA,3576,CUR,2897,,0,M83,1
51,7J,9531,IST,1701,DYU,2979,,0,735,1
52,8B,17408,ICN,3930,BKK,3885,,0,763,1
53,8B,17408,ICN,3930,CNX,3931,,0,763,1
54,8B,17408,ICN,3930,HKT,3179,,0,763,1
55,8I,3534,MIA,3576,AUA,2895,,0,M82,1
56,8M,3432,ICN,3930,RGN,3239,,0,737 767,1
57,8Q,3788,IST,1701,ADA,1685,,0,320,1
58,8Q,3788,IST,1701,ADB,1706,,0,320,1
59,8Q,3788,IST,1701,AYT,1688,,0,320,1
60,8Q,3788,IST,1701,BJV,4315,,0,320,1
61,8Q,3788,IST,1701,CDG,1382,,0,320,1
62,8Q,3788,IST,1701,DIY,1722,,0,320,1
63,8Q,3788,IST,1701,DLM,1715,,0,320,1
64,8Q,3788,IST,1701,ECN,5780,,0,320,1
65,8Q,3788,IST,1701,ERZ,1724,,0,320,1
66,8Q,3788,IST,1701,EZS,1721,,0,320,1
67,8Q,3788,IST,1701,GNY,9044,,0,320,1
68,8Q,3788,IST,1701,GZP,8266,,0,320,1
69,8Q,3788,IST,1701,GZT,1689,,0,320,1
70,8Q,3788,IST,1701,MLX,1692,,0,320,1
71,8Q,3788,IST,1701,ODS,2947,,0,320,1
72,8Q,3788,IST,1701,TZX,1726,,0,320,1
73,8U,32,DXB,2188,TIP,1157,,0,332,1
74,8U,32,IST,1701,BEN,1154,,0,320,1
75,8U,32,IST,1701,MRA,5804,,0,320,1
76,8U,32,IST,1701,TIP,1157,,0,332 319,1
77,9C,15999,HKG,3077,PVG,3406,,0,320,1
78,9U,1073,IST,1701,KIV,1735,,0,320 E90,1
79,9V,20004,MIA,3576,BLA,2821,,0,734,1
80,9W,3000,DXB,2188,BOM,2997,,0,73H,1
81,9W,3000,DXB,2188,DEL,3093,,0,73H,1
82,9W,3000,DXB,2188,IXE,3143,,0,73H,1
83,9W,3000,HKG,3077,BOM,2997,,0,77W,1
84,9W,3000,HKG,3077,DEL,3093,,0,332 77W,1
85,A3,96,BCN,1218,ATH,3941,,0,320 321,1
86,A3,96,IST,1701,ATH,3941,,0,320,1
87,A3,96,MUC,346,ATH,3941,,0,320,1
88,A3,96,MUC,346,HER,1452,,0,320,1
89,A3,96,MUC,346,KLX,1456,,0,319,1
90,A3,96,MUC,346,SKG,1486,,0,320,1
91,AA,24,BCN,1218,JFK,3797,,0,763,1
92,AA,24,BCN,1218,LHR,507,Y,0,320 319 321 767,1
93,AA,24,BCN,1218,MIA,3576,,0,763,1
94,AA,24,BCN,1218,PHL,3752,,0,332,1
95,AA,24,DEN,3751,CLT,3876,,0,321 320,1
96,AA,24,DEN,3751,DFW,3670,,0,738 M83 M80,1
97,AA,24,DEN,3751,LAX,3484,Y,0,CR7,1
98,AA,24,DEN,3751,LHR,507,Y,0,777,1
99,AA,24,DEN,3751,MIA,3576,,0,738,1
100,AA,24,DEN,3751,ORD,3830,,0,M80 M83,1
101,AA,24,DEN,3751,PHL,3752,,0,320 321,1
102,AA,24,DEN,3751,PHX,3462,,0,320 321,1
103,AA,24,DEN,3751,SEA,3577,Y,0,737,1
104,AA,24,DXB,2188,LHR,507,Y,0,744 777,1
105,AA,24,HKG,3077,EWR,3494,Y,0,773,1
106,AA,24,HKG,3077,JFK,3797,Y,0,773,1
107,AA,24,HKG,3077,LAX,3484,Y,0,773,1
108,AA,24,HKG,3077,NRT,2279,,0,763,1
109,AA,24,HKG,3077,ORD,3830,Y,0,773,1
110,AA,24,HKG,3077,SFO,3469,Y,0,773 744,1
111,AA,24,ICN,3930,DFW,3670,,0,777,1
112,AA,24,ICN,3930,NRT,2279,,0,737,1
113,AA,24,IST,1701,LHR,507,Y,0,320,1
114,AA,24,LGW,502,LAS,3877,Y,0,777,1
115,AA,24,LGW,502,MCO,3878,Y,0,777,1
116,AA,24,LGW,502,TPA,3646,Y,0,777,1
117,AA,24,MIA,3576,ANU,2874,,0,738,1
118,AA,24,MIA,3576,ASU,2699,,0,757,1
119,AA,24,MIA,3576,ATL,3682,,0,738,1
120,AA,24,MIA,3576,AUA,2895,,0,738,1
121,AA,24,MIA,3576,BCN,1218,,0,763,1
122,AA,24,MIA,3576,BDA,4069,,0,738,1
123,AA,24,MIA,3576,BDL,3825,,0,738,1
124,AA,24,MIA,3576,BGI,2875,,0,757,1
125,AA,24,MIA,3576,BHM,3811,Y,0,ER4,1
126,AA,24,MIA,3576,BNA,3690,,0,738,1
127,AA,24,MIA,3576,BOG,2709,,0,763 757,1
128,AA,24,MIA,3576,BOS,3448,,0,757 738,1
129,AA,24,MIA,3576,BSB,2531,,0,763 757,1
130,AA,24,MIA,3576,BWI,3849,,0,738,1
131,AA,24,MIA,3576,BZE,1957,,0,738,1
132,AA,24,MIA,3576,CCS,2851,,0,757 763 738,1
133,AA,24,MIA,3576,CDG,1382,,0,763,1
134,AA,24,MIA,3576,CHS,3806,Y,0,ER4,1
135,AA,24,MIA,3576,CLE,3486,Y,0,ER4,1
136,AA,24,MIA,3576,CLO,2715,,0,738,1
137,AA,24,MIA,3576,CLT,3876,,0,319 321 320 737,1
138,AA,24,MIA,3576,CMH,3759,Y,0,ER4,1
139,AA,24,MIA,3576,CNF,2537,,0,763,1
140,AA,24,MIA,3576,CUN,1852,,0,738 757,1
141,AA,24,MIA,3576,CUR,2897,,0,738,1
142,AA,24,MIA,3576,CVG,3488,Y,0,ER4,1
143,AA,24,MIA,3576,CWB,2545,,0,763,1
144,AA,24,MIA,3576,CZM,1800,,0,738,1
145,AA,24,MIA,3576,DCA,3520,,0,738,1
146,AA,24,MIA,3576,DEN,3751,,0,738,1
147,AA,24,MIA,3576,DFW,3670,,0,738 757,1
148,AA,24,MIA,3576,DTW,3645,,0,738,1
149,AA,24,MIA,3576,DUS,345,Y,0,330,1
150,AA,24,MIA,3576,ELH,1943,Y,0,ER4,1
151,AA,24,MIA,3576,EWR,3494,,0,738 757,1
152,AA,24,MIA,3576,EYW,3875,Y,0,ERD,1
153,AA,24,MIA,3576,EZE,3988,,0,777,1
154,AA,24,MIA,3576,FDF,2878,,0,738,1
155,AA,24,MIA,3576,FPO,1948,Y,0,ER4 ERD,1
156,AA,24,MIA,3576,GCM,1926,,0,738,1
157,AA,24,MIA,3576,GGT,1941,Y,0,ER4,1
158,AA,24,MIA,3576,GIG,2560,,0,763,1
159,AA,24,MIA,3576,GND,2882,,0,738,1
160,AA,24,MIA,3576,GNV,3472,Y,0,ER4,1
161,AA,24,MIA,3576,GRU,2564,,0,773 777,1
162,AA,24,MIA,3576,GSO,4008,Y,0,ER4,1
163,AA,24,MIA,3576,GUA,1767,,0,738,1
164,AA,24,MIA,3576,GYE,2673,,0,738 763 757,1
165,AA,24,MIA,3576,IAD,3714,,0,738,1
166,AA,24,MIA,3576,IAH,3550,,0,738,1
167,AA,24,MIA,3576,IND,3585,Y,0,ER4,1
168,AA,24,MIA,3576,JAX,3712,Y,0,ER4 ERD,1
169,AA,24,MIA,3576,JFK,3797,,0,763 757 738,1
170,AA,24,MIA,3576,KIN,1779,,0,738,1
171,AA,24,MIA,3576,LAS,3877,,0,738 757,1
172,AA,24,MIA,3576,LAX,3484,,0,777 763 757 738,1
173,AA,24,MIA,3576,LGA,3697,,0,738,1
174,AA,24,MIA,3576,LHR,507,,0,77W 777,1
175,AA,24,MIA,3576,LIM,2789,,0,763 757,1
176,AA,24,MIA,3576,LIR,1881,,0,738,1
177,AA,24,MIA,3576,LPB,2762,,0,757,1
178,AA,24,MIA,3576,LRM,1759,Y,0,ER4,1
179,AA,24,MIA,3576,MAD,1229,,0,330 763 340,1
180,AA,24,MIA,3576,MAO,2551,,0,763 738,1
181,AA,24,MIA,3576,MAR,2848,,0,757,1
182,AA,24,MIA,3576,MBJ,1780,,0,738 757,1
183,AA,24,MIA,3576,MCO,3878,,0,757 738,1
184,AA,24,MIA,3576,MDE,2745,,0,738,1
185,AA,24,MIA,3576,MEM,3473,Y,0,ER4,1
186,AA,24,MIA,3576,MEX,1824,,0,738,1
187,AA,24,MIA,3576,MGA,1863,,0,738,1
188,AA,24,MIA,3576,MHH,1930,Y,0,ERD,1
189,AA,24,MIA,3576,MSP,3858,,0,738,1
190,AA,24,MIA,3576,MSY,3861,,0,738,1
191,AA,24,MIA,3576,MVD,2816,,0,763,1
192,AA,24,MIA,3576,MXP,1524,,0,763,1
193,AA,24,MIA,3576,NAS,1953,Y,0,ER4 ERD,1
194,AA,24,MIA,3576,ORD,3830,,0,738 763,1
195,AA,24,MIA,3576,ORF,3611,Y,0,ER4,1
196,AA,24,MIA,3576,PAP,1897,,0,738 763 757,1
197,AA,24,MIA,3576,PHL,3752,,0,320 738 321 757,1
198,AA,24,MIA,3576,PHX,3462,,0,738,1
199,AA,24,MIA,3576,PIT,3570,Y,0,ER4,1
200,AA,24,MIA,3576,PLS,1754,,0,757,1
201,AA,24,MIA,3576,PNS,3564,Y,0,ER4,1
202,AA,24,MIA,3576,POP,1761,,0,757,1
203,AA,24,MIA,3576,POS,2902,,0,757,1
204,AA,24,MIA,3576,PTP,2881,,0,738,1
205,AA,24,MIA,3576,PTY,1871,,0,738,1
206,AA,24,MIA,3576,PUJ,1760,,0,738 757,1
207,AA,24,MIA,3576,RDU,3626,,0,738,1
208,AA,24,MIA,3576,REC,2610,,0,757,1
209,AA,24,MIA,3576,RIC,3608,Y,0,ER4,1
210,AA,24,MIA,3576,RTB,1774,,0,738,1
211,AA,24,MIA,3576,SAL,1892,,0,738,1
212,AA,24,MIA,3576,SAN,3731,,0,738,1
213,AA,24,MIA,3576,SAP,1772,,0,738,1
214,AA,24,MIA,3576,SCL,2650,,0,763,1
215,AA,24,MIA,3576,SDF,4014,Y,0,ER4,1
216,AA,24,MIA,3576,SDQ,1762,,0,757 763,1
217,AA,24,MIA,3576,SEA,3577,,0,757,1
218,AA,24,MIA,3576,SFO,3469,,0,763 757 738,1
219,AA,24,MIA,3576,SJO,1885,,0,757 738,1
220,AA,24,MIA,3576,SJU,2890,,0,738 757,1
221,AA,24,MIA,3576,SKB,2891,,0,738,1
222,AA,24,MIA,3576,SSA,2621,,0,757,1
223,AA,24,MIA,3576,STI,1764,,0,757 738,1
224,AA,24,MIA,3576,STL,3678,,0,738,1
225,AA,24,MIA,3576,STT,2883,,0,757,1
226,AA,24,MIA,3576,STX,2884,,0,738,1
227,AA,24,MIA,3576,SXM,2899,,0,757 738,1
228,AA,24,MIA,3576,TGU,1776,,0,757,1
229,AA,24,MIA,3576,TLH,3698,Y,0,ER4 ERD,1
230,AA,24,MIA,3576,TPA,3646,,0,738,1
231,AA,24,MIA,3576,TUL,3855,,0,738,1
232,AA,24,MIA,3576,TXL,351,Y,0,330,1
233,AA,24,MIA,3576,UIO,2688,,0,757,1
234,AA,24,MIA,3576,UVF,2894,,0,757,1
235,AA,24,MIA,3576,YUL,146,,0,738,1
236,AA,24,MIA,3576,YYZ,193,,0,738,1
237,AA,24,MUC,346,LHR,507,Y,0,321 320 319,1
238,AA,24,MUC,346,PHL,3752,,0,333,1
239,AB,214,BCN,1218,DUS,345,,0,738 321,1
240,AB,214,BCN,1218,TXL,351,,0,738 320 321,1
241,AB,214,BCN,1218,VIE,1613,Y,0,320 321,1
242,AB,214,LGW,502,SZG,1612,Y,0,734,1
243,AB,214,MIA,3576,DUS,345,,0,332,1
244,AB,214,MIA,3576,TXL,351,,0,332,1
245,AB,214,MUC,346,ACE,1055,,0,738,1
246,AB,214,MUC,346,AGP,1230,,0,738 320,1
247,AB,214,MUC,346,ALC,1212,,0,320 738,1
248,AB,214,MUC,346,AMM,2170,Y,0,319,1
249,AB,214,MUC,346,AOK,1459,,0,320,1
250,AB,214,MUC,346,AUH,2179,Y,0,346 345 333,1
251,AB,214,MUC,346,AYT,1688,,0,321,1
252,AB,214,MUC,346,BDS,1506,,0,73G 738,1
253,AB,214,MUC,346,CAG,1519,,0,320 738,1
254,AB,214,MUC,346,CFU,1460,,0,321 320,1
255,AB,214,MUC,346,CGN,344,,0,73G,1
256,AB,214,MUC,346,CTA,1509,,0,320 321 738,1
257,AB,214,MUC,346,DME,4029,,0,738,1
258,AB,214,MUC,346,DUS,345,,0,738 320 319 321 DH4,1
259,AB,214,MUC,346,FAO,1626,,0,738,1
260,AB,214,MUC,346,FNC,4091,,0,738,1
261,AB,214,MUC,346,FUE,1051,,0,738,1
262,AB,214,MUC,346,GWT,410,,0,DH4 73G,1
263,AB,214,MUC,346,HAM,342,,0,320 738 73G,1
264,AB,214,MUC,346,HEL,421,Y,0,319 320 E90,1
265,AB,214,MUC,346,HER,1452,,0,738 320,1
266,AB,214,MUC,346,IBZ,1225,,0,738 320,1
267,AB,214,MUC,346,KGS,1458,,0,738,1
268,AB,214,MUC,346,KVA,1462,,0,738,1
269,AB,214,MUC,346,LHR,507,Y,0,321 320 319,1
270,AB,214,MUC,346,LPA,1054,,0,738,1
271,AB,214,MUC,346,MAD,1229,Y,0,319 320 321,1
272,AB,214,MUC,346,MAH,1231,,0,738,1
273,AB,214,MUC,346,MJT,1469,,0,320,1
274,AB,214,MUC,346,NAP,1561,,0,320 738,1
275,AB,214,MUC,346,NBE,7447,,0,320,1
276,AB,214,MUC,346,OLB,1520,,0,73G 738 320,1
277,AB,214,MUC,346,PMI,3998,,0,738 321 320,1
278,AB,214,MUC,346,PUJ,1760,,0,332,1
279,AB,214,MUC,346,PVK,1470,,0,320,1
280,AB,214,MUC,346,RHO,1472,,0,738,1
281,AB,214,MUC,346,RIX,3953,Y,0,73C DH4 735,1
282,AB,214,MUC,346,SAW,4317,,0,738 320,1
283,AB,214,MUC,346,SKG,1486,,0,738,1
284,AB,214,MUC,346,SMI,1476,,0,320,1
285,AB,214,MUC,346,TFS,1056,,0,738,1
286,AB,214,MUC,346,TLV,1590,,0,320,1
287,AB,214,MUC,346,TXL,351,,0,738 321 320 319 73G,1
288,AB,214,MUC,346,VIE,1613,Y,0,E90,1
289,AB,214,MUC,346,ZTH,1488,,0,738,1
290,AC,330,BCN,1218,YYZ,193,Y,0,763,1
291,AC,330,DEN,3751,ATL,3682,Y,0,CR7,1
292,AC,330,DEN,3751,MSY,3861,Y,0,738 739,1
293,AC,330,DEN,3751,YEG,49,Y,0,CRJ 319 E70,1
294,AC,330,DEN,3751,YMM,90,Y,0,CR7,1
295,AC,330,DEN,3751,YQR,120,Y,0,CRJ,1
296,AC,330,DEN,3751,YUL,146,,0,E90,1
297,AC,330,DEN,3751,YVR,156,Y,0,319 320 CR7 738,1
298,AC,330,DEN,3751,YWG,160,Y,0,ERJ,1
299,AC,330,DEN,3751,YXE,166,Y,0,ERJ,1
300,AC,330,DEN,3751,YYC,178,Y,0,CRJ 738 320 739,1
301,AC,330,DEN,3751,YYZ,193,,0,E90,1
302,AC,330,HKG,3077,YVR,156,,0,77W,1
303,AC,330,HKG,3077,YYZ,193,,0,77L,1
304,AC,330,ICN,3930,BKK,3885,Y,0,333 777,1
305,AC,330,ICN,3930,YVR,156,,0,763,1
306,AC,330,IST,1701,YYZ,193,,0,763 77W,1
307,AC,330,MIA,3576,GUA,1767,Y,0,E90,1
308,AC,330,MIA,3576,YYZ,193,,0,E90,1
309,AC,330,MUC,346,SOF,1194,Y,0,E95,1
310,AC,330,MUC,346,YUL,146,Y,0,333,1
311,AC,330,MUC,346,YVR,156,Y,0,333,1
312,AC,330,MUC,346,YYZ,193,,0,77W,1
313,AE,3392,HKG,3077,RMQ,2268,,0,738 E90,1
314,AE,3392,ICN,3930,KHH,2264,,0,E90,1
315,AF,137,BCN,1218,CDG,1382,,0,321 32A 318 320,1
316,AF,137,BCN,1218,JFK,3797,Y,0,333,1
317,AF,137,DEN,3751,ATL,3682,Y,0,757 M90 738,1
318,AF,137,DXB,2188,CDG,1382,,0,77W,1
319,AF,137,HKG,3077,CDG,1382,,0,77W,1
320,AF,137,ICN,3930,CDG,1382,,0,77W 772,1
321,AF,137,IST,1701,CDG,1382,,0,320 319 321,1
322,AF,137,IST,1701,MRS,1353,,0,320,1
323,AF,137,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,1
324,AF,137,MIA,3576,CDG,1382,,0,77W,1
325,AF,137,MIA,3576,PAP,1897,,0,320,1
326,AF,137,MUC,346,ATL,3682,Y,0,764,1
327,AF,137,MUC,346,CDG,1382,,0,320 319 318 32A 321,1
328,AH,794,BCN,1218,ALG,210,,0,736,1
329,AH,794,BCN,1218,ORN,231,,0,736,1
330,AH,794,DXB,2188,ALG,210,,0,330,1
331,AH,794,IST,1701,AAE,220,,0,738,1
332,AH,794,IST,1701,ALG,210,,0,736,1
333,AH,794,IST,1701,CZL,221,,0,738,1
334,AH,794,IST,1701,ORN,231,,0,738,1
335,AI,218,DXB,2188,BOM,2997,,0,321,1
336,AI,218,DXB,2188,CCJ,3137,,0,321,1
337,AI,218,DXB,2188,DEL,3093,,0,788,1
338,AI,218,DXB,2188,GOI,3007,,0,319,1
339,AI,218,HKG,3077,DEL,3093,,0,788,1
340,AI,218,HKG,3077,ICN,3930,,0,788,1
341,AI,218,HKG,3077,KIX,3992,,0,788,1
342,AI,218,HKG,3077,SFO,3469,Y,0,77W,1
343,AI,218,HKG,3077,SIN,3316,Y,0,77W,1
344,AI,218,ICN,3930,DEL,3093,Y,0,333,1
345,AI,218,ICN,3930,HKG,3077,,0,788,1
346,AI,218,ICN,3930,SFO,3469,Y,0,77W,1
347,AI,218,ICN,3930,SIN,3316,Y,0,77W,1
348,AI,218,IST,1701,BOM,2997,Y,0,330,1
349,AI,218,IST,1701,DEL,3093,Y,0,330,1
350,AI,218,MUC,346,BOM,2997,Y,0,333,1
351,AI,218,MUC,346,DEL,3093,Y,0,346,1
352,AK,576,HKG,3077,BKI,3269,,0,320,1
353,AK,576,HKG,3077,KUL,3304,,0,320,1
354,AM,321,DEN,3751,ATL,3682,Y,0,M90 738,1
355,AM,321,MIA,3576,ATL,3682,Y,0,M88 M90,1
356,AM,321,MIA,3576,MEX,1824,,0,737,1
357,AM,321,MIA,3576,MID,1819,Y,0,EMJ,1
358,AP,240,LGW,502,CTA,1509,,0,320,1
359,AP,240,LGW,502,PMO,1512,,0,320,1
360,AR,412,BCN,1218,EZE,3988,,0,340,1
361,AR,412,MIA,3576,EZE,3988,,0,330 340,1
362,AS,439,DEN,3751,LAX,3484,Y,0,CR7,1
363,AS,439,DEN,3751,SEA,3577,,0,739 73G 73H,1
364,AS,439,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,1
365,AS,439,MIA,3576,LAX,3484,Y,0,777 763 757 738,1
366,AS,439,MIA,3576,SFO,3469,Y,0,763 757 738,1
367,AT,4248,BCN,1218,CMN,1074,,0,73G 738,1
368,AT,4248,BCN,1218,TNG,1080,,0,73G,1
369,AT,4248,IST,1701,CMN,1074,,0,738,1
370,AT,4248,LGW,502,CMN,1074,,0,738,1
371,AT,4248,LGW,502,RAK,1075,,0,738,1
372,AT,4248,MUC,346,CMN,1074,,0,73G,1
373,AT,4248,MUC,346,RAK,1075,,0,738,1
374,AV,515,BCN,1218,BOG,2709,,0,330,1
375,AV,515,MIA,3576,BAQ,2710,,0,318 320,1
376,AV,515,MIA,3576,BOG,2709,,0,319 330,1
377,AV,515,MIA,3576,CLO,2715,,0,319 318 320,1
378,AV,515,MIA,3576,CTG,2714,,0,318 320,1
379,AV,515,MIA,3576,GUA,1767,,0,E90,1
380,AV,515,MIA,3576,LIM,2789,,0,330,1
381,AV,515,MIA,3576,MDE,2745,,0,319 320,1
382,AV,515,MIA,3576,SAL,1892,,0,320 319 E90,1
383,AV,515,MIA,3576,SAP,1772,,0,320 E90 319,1
384,AY,2350,BCN,1218,HEL,421,,0,321,1
385,AY,2350,BCN,1218,JFK,3797,,0,763,1
386,AY,2350,BCN,1218,MIA,3576,,0,763,1
387,AY,2350,DEN,3751,LHR,507,,0,777,1
388,AY,2350,HKG,3077,BNE,3320,,0,333,1
389,AY,2350,HKG,3077,CNS,3322,Y,0,333,1
390,AY,2350,HKG,3077,HEL,421,,0,343,1
391,AY,2350,HKG,3077,MEL,3339,,0,333,1
392,AY,2350,HKG,3077,SYD,3361,Y,0,388 744,1
393,AY,2350,ICN,3930,HEL,421,,0,333,1
394,AY,2350,LGW,502,LAS,3877,,0,777,1
395,AY,2350,LGW,502,MCO,3878,,0,777,1
396,AY,2350,LGW,502,TPA,3646,,0,777,1
397,AY,2350,MIA,3576,BCN,1218,,0,763,1
398,AY,2350,MIA,3576,CDG,1382,Y,0,763,1
399,AY,2350,MIA,3576,LHR,507,,0,744 777,1
400,AY,2350,MIA,3576,MAD,1229,,0,333 763 346,1
401,AY,2350,MIA,3576,MXP,1524,Y,0,763,1
402,AY,2350,MUC,346,CTA,1509,Y,0,321 320,1
403,AY,2350,MUC,346,HEL,421,,0,319 320,1
404,AZ,596,BCN,1218,FCO,1555,,0,32S 320 319 321,1
405,AZ,596,BCN,1218,LIN,1529,,0,E75,1
406,AZ,596,BCN,1218,PMI,3998,Y,0,E90,1
407,AZ,596,BCN,1218,TFN,1057,Y,0,738,1
408,AZ,596,DEN,3751,ATL,3682,Y,0,757,1
409,AZ,596,DXB,2188,AMS,580,Y,0,777,1
410,AZ,596,DXB,2188,CDG,1382,Y,0,77W,1
411,AZ,596,HKG,3077,CDG,1382,Y,0,77W,1
412,AZ,596,ICN,3930,MXP,1524,Y,0,744,1
413,AZ,596,IST,1701,FCO,1555,,0,32S 321 320,1
414,AZ,596,LGW,502,CTA,1509,,0,320,1
415,AZ,596,LGW,502,PMO,1512,,0,320,1
416,AZ,596,MIA,3576,ATL,3682,Y,0,M88 M90,1
417,AZ,596,MIA,3576,CDG,1382,Y,0,77W,1
418,AZ,596,MIA,3576,FCO,1555,,0,772 330,1
419,AZ,596,MIA,3576,MEX,1824,Y,0,737,1
420,AZ,596,MUC,346,FCO,1555,,0,319 32S,1
421,B2,1478,BCN,1218,MSQ,2954,,0,E75 733 735,1
422,B2,1478,IST,1701,MSQ,2954,,0,733 E75,1
423,B2,1478,LGW,502,MSQ,2954,,0,735 E75,1
424,B6,3029,DEN,3751,BOS,3448,,0,320,1
425,B6,3029,DEN,3751,JFK,3797,,0,320,1
426,B6,3029,DXB,2188,BOS,3448,,0,77L,1
427,B6,3029,DXB,2188,DFW,3670,,0,77L,1
428,B6,3029,DXB,2188,IAD,3714,,0,77W,1
429,B6,3029,DXB,2188,IAH,3550,,0,77W,1
430,B6,3029,DXB,2188,JFK,3797,,0,388,1
431,B6,3029,DXB,2188,LAX,3484,,0,388,1
432,B6,3029,DXB,2188,MXP,1524,,0,77W,1
433,B6,3029,DXB,2188,SEA,3577,,0,77W,1
434,B6,3029,DXB,2188,SFO,3469,,0,77W,1
435,BA,1355,BCN,1218,JFK,3797,Y,0,763,1
436,BA,1355,BCN,1218,LGW,502,,0,319 734 320,1
437,BA,1355,BCN,1218,LHR,507,,0,320 319 321 767,1
438,BA,1355,BCN,1218,MIA,3576,Y,0,763,1
439,BA,1355,DEN,3751,LHR,507,,0,777,1
440,BA,1355,DXB,2188,LHR,507,,0,744 777,1
441,BA,1355,HKG,3077,CNS,3322,Y,0,333,1
442,BA,1355,HKG,3077,LHR,507,,0,388 777,1
443,BA,1355,ICN,3930,LHR,507,,0,777,1
444,BA,1355,IST,1701,LHR,507,,0,320 767,1
445,BA,1355,LGW,502,ACE,1055,,0,320,1
446,BA,1355,LGW,502,AGP,1230,,0,319 734 320,1
447,BA,1355,LGW,502,ALC,1212,,0,319 734,1
448,BA,1355,LGW,502,ALG,210,,0,734 319,1
449,BA,1355,LGW,502,AMS,580,,0,319 734,1
450,BA,1355,LGW,502,ANU,2874,,0,777,1
451,BA,1355,LGW,502,BCN,1218,,0,319 734 320,1
452,BA,1355,LGW,502,BDA,4069,,0,777,1
453,BA,1355,LGW,502,BGI,2875,,0,777,1
454,BA,1355,LGW,502,BOD,1264,,0,734 319,1
455,BA,1355,LGW,502,BRI,1501,,0,734,1
456,BA,1355,LGW,502,CTA,1509,,0,734 319,1
457,BA,1355,LGW,502,CUN,1852,,0,777,1
458,BA,1355,LGW,502,DBV,1200,,0,734 319,1
459,BA,1355,LGW,502,EDI,535,,0,734 319,1
460,BA,1355,LGW,502,FAO,1626,,0,319 734 320,1
461,BA,1355,LGW,502,FCO,1555,,0,734 320 319,1
462,BA,1355,LGW,502,GLA,534,,0,734 319,1
463,BA,1355,LGW,502,GOA,1528,,0,320 319 734,1
464,BA,1355,LGW,502,JER,499,,0,734 319,1
465,BA,1355,LGW,502,KIN,1779,,0,777,1
466,BA,1355,LGW,502,LAS,3877,,0,777,1
467,BA,1355,LGW,502,LCA,1197,,0,320,1
468,BA,1355,LGW,502,MCO,3878,,0,777,1
469,BA,1355,LGW,502,MLA,1606,,0,319 734,1
