index,airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website,total_routes
0,5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,U,Pacific/Port_Moresby,airport,OurAirports,Jacksons International Airport,ChIJvXvxaxQ3AmkRl5B0QwWq_ck,"Jacksons International Airport, Morea-Tobo Rd, Port Moresby 121, Papua New Guinea",3.4,129,not found,52
1,8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810058590001,283,E,America/Godthab,airport,OurAirports,Nuuk International Airport,ChIJVXjA47sNok4Rx7SDO-bE_q0,"Nuuk International Airport, Aqisseqarajooq, Nuuk 3905, Greenland",4.2,131,http://www.mit.gl/en/todays-flights/airports/nuuk-airport/,9
2,9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,E,America/Godthab,airport,OurAirports,Kangerlussuaq Airport,ChIJ83fMY82slk4Rqpu8RZNvCSQ,"Kangerlussuaq Airport, Søndre Strømfjord, Greenland",4.0,52,http://mit.gl/,8
3,10,Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.70320129390001,251,E,America/Thule,airport,OurAirports,Greenland,ChIJmQSJRNElNk4RrhAnzkxQ6pM,Greenland,4.3,106,not found,2
4,16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357055998,171,N,Atlantic/Reykjavik,airport,OurAirports,Keflavik - Airport,ChIJEzIdWv39KUkRlTYaQxU_PYo,"Blikavöllur 2, 235 Keflavik - Airport, Iceland",3.9,398,http://hotelairport.is/,45
5,33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,A,America/Vancouver,airport,OurAirports,Nanaimo Airport,ChIJq2sLTqaviFQRX8wG9hoHwJ8,"Nanaimo Airport, 3350 Spitfire Way, Cassidy, BC V0R 1H0, Canada",4.0,53,http://www.nanaimoairport.com/,2
6,49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,A,America/Edmonton,airport,OurAirports,Edmonton International Airport,ChIJdbCRdWH3n1MRt4Q97QF2hPk,"Edmonton Int'l Airport (YEG), 1000 Airport Rd, Edmonton International Airport, AB T9E 0V3, Canada",3.9,792,http://flyeia.com/,68
7,55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,A,America/Toronto,airport,OurAirports,Iqaluit Airport (YFB),ChIJcZUPLV8W000R805RkCdAYtA,"Iqaluit Airport (YFB), 1126 Mivvik Street, Iqaluit, NU X0A 0H0, Canada",4.0,71,not found,18
8,56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,A,America/Halifax,airport,OurAirports,YFC,ChIJ99NdFWmepkwRoRISNrFJXV4,"YFC, 22-2570 Route 102 Highway, Lincoln, NB E3B 9G1, Canada",3.5,58,http://www.frederictonairport.ca/,4
9,61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,A,America/Toronto,airport,OurAirports,Kingston Airport,ChIJK_jfrCOt0kwRNuCfdPc7CiM,"Kingston Airport, 1114 Len Birchall Way, Kingston, ON K7M 9A1, Canada",3.4,52,https://www.cityofkingston.ca/residents/airport,1
10,70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,A,America/Toronto,airport,OurAirports,John C. Munro Hamilton International Airport,ChIJXwF5ncOPLIgRPLttsEGrOmI,"John C. Munro Hamilton International Airport, 9300 Airport Rd #2206, Mount Hope, ON L0R 1W0, Canada",4.0,321,http://flyhamilton.ca/,4
11,71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,A,America/Toronto,airport,OurAirports,Aéroport Montréal Saint-Hubert Longueuil,ChIJg8vasBgayUwRK8Twn2FmTL4,"Aéroport Montréal Saint-Hubert Longueuil, 5700 Route de l'Aéroport, Saint-Hubert, QC J3Y 8Y9, Canada",3.6,61,http://www.dashl.ca/,4
12,73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798339799995,-63.50859832760001,477,A,America/Halifax,airport,OurAirports,Halifax Stanfield International Airport,ChIJW4zLMW-AWUsRgzoGC44zC_o,"Halifax Stanfield International Airport (YHZ), 1 Bell Blvd, Enfield, NS B2T 1K2, Canada",4.1,479,http://www.flyhalifax.com/,43
13,87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,A,America/Vancouver,airport,OurAirports,Kelowna International Airport,ChIJoWZH6VXzfVMRRoNr5m4fTms,"Kelowna International Airport, 5533 Airport Way, Kelowna, BC V1V 1S1, Canada",3.8,189,https://ylw.kelowna.ca/,15
14,90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301238999994,-111.22200012200001,1211,A,America/Edmonton,airport,OurAirports,Fort McMurray International Airport,ChIJ61gh3o4EsFMRYl3lcKVrTqg,"Fort McMurray International Airport, 100 Snow Bird Way, Fort McMurray, AB T9H 0G3, Canada",3.7,79,http://www.flyymm.com/,12
15,100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,A,America/Toronto,airport,OurAirports,Ottawa International Airport,ChIJ4QbSBj8IzkwRGi0ILu03_VA,"Ottawa International Airport (YOW), 1000 Airport Parkway Private, Ottawa, ON K1V 9B4, Canada",4.3,708,http://www.yow.ca/,45
16,111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,A,America/Toronto,airport,OurAirports,Québec City Jean Lesage International Airport,ChIJ8xZM2YWZuEwRajIH3Zf0Yl0,"Québec City Jean Lesage International Airport (YQB), 505 Rue Principale, Québec, QC G2G 0J4, Canada",3.7,462,http://www.aeroportdequebec.com/,28
17,113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,A,America/Toronto,airport,OurAirports,Windsor International Airport,ChIJebrO9ckrO4gR4aKo1gSO8fA,"Windsor International Airport, 3200 County Rd 42 #200, Windsor, ON N8V 0A1, Canada",3.9,116,http://www.yqg.ca/,3
18,117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,A,America/Halifax,airport,OurAirports,Greater Moncton Roméo LeBlanc International Airport,ChIJVf-eBUy8oEwR1CWL_JwE8u0,"Greater Moncton Roméo LeBlanc International Airport, 777 Aviation Ave #12, Dieppe, NB E1A 7Z5, Canada",4.0,107,http://cyqm.ca/,10
19,120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,N,America/Regina,airport,OurAirports,Regina International Airport,ChIJH1s-HOkdHFMR83v_yYYsg-8,"Regina International Airport, 1-5201 Regina Ave, Regina, SK S4W 1B3, Canada",3.7,138,http://www.yqr.ca/,16
20,121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,A,America/Toronto,airport,OurAirports,Thunder Bay International Airport,ChIJFcSVWCfgWE0RufdV3V5F414,"Thunder Bay International Airport (YQT), 100 Princess St, Thunder Bay, ON P7E 6S2, Canada",3.5,78,http://www.tbairport.on.ca/,13
21,122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,A,America/Edmonton,airport,OurAirports,Grande Prairie Airport (CYQU),ChIJDwXemtKTkFMRQIaNh-h64To,"Grande Prairie Airport (CYQU), 10610 Airport Dr, Grande Prairie, AB T8V 7Z5, Canada",3.7,51,http://grandeprairieairport.com/,4
22,125,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,A,America/St_Johns,airport,OurAirports,Gander International Airport,ChIJpRSeODONdksRmxTyngTSbzc,"Gander International Airport, 1000 James Blvd, Gander, NL A1V 1W8, Canada",4.4,59,http://www.ganderairport.com/,3
23,133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,A,America/Toronto,airport,OurAirports,Greater Sudbury Airport,ChIJhd1cB0EPL00RiAQeQRKo4RQ,"Greater Sudbury Airport, 5000 Air Terminal Dr, Garson, ON P3L 1V4, Canada",3.5,65,http://www.flysudbury.ca/,6
24,135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,A,America/Halifax,airport,OurAirports,Saint John Airport,ChIJZ8cE_dSvp0wRbB9_LcAewqQ,"Saint John Airport, 4180 Loch Lomond Rd, Saint John, NB E2N 1L7, Canada",3.9,54,http://www.saintjohnairport.com/,3
25,136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,A,America/Edmonton,airport,OurAirports,Fort Smith Regional Airport,ChIJmwPq8PGyy4cR-6Or_Iou-0k,"Fort Smith Regional Airport (FSM), 6700 McKennon Blvd #200, Fort Smith, AR 72903, USA",3.8,66,http://www.fortsmithairport.com/,4
26,144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,A,America/Toronto,airport,OurAirports,Billy Bishop Toronto City Airport,ChIJB6GTVSM1K4gRdMRgJYiBKAQ,"Billy Bishop Toronto City Airport, 2 Eireann Quay, Toronto, ON M5V 1A1, Canada",4.2,678,http://www.torontoport.com/airport.aspx,14
27,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,A,America/Toronto,airport,OurAirports,Montréal-Pierre Elliott Trudeau International Airport,ChIJK8nYU3c9yUwRjWcUEHmoMB4,"Montréal-Pierre Elliott Trudeau International Airport (YUL), boul. Roméo-Vachon N, Dorval, QC H4Y 1H1, Canada",3.7,2808,https://www.admtl.com/,185
28,147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770003,80,A,America/Winnipeg,airport,OurAirports,Minneapolis−Saint Paul International Airport,ChIJB2rAhSov9ocRkTV4eHzT0ys,"Minneapolis−Saint Paul International Airport (MSP), Minnesota, USA",4.0,2176,http://www.mspairport.com/,3
29,156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901061999995,-123.183998108,14,A,America/Vancouver,airport,OurAirports,Vancouver International Airport,ChIJm6MnhjQLhlQRhIA0hqzMaLo,"Vancouver International Airport (YVR), 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",4.1,3152,http://www.yvr.ca/,158
30,160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,783,A,America/Winnipeg,airport,OurAirports,Winnipeg James Armstrong Richardson International Airport,ChIJ2wn0OiRz6lIRWGtqm2s8Hbw,"Winnipeg James Armstrong Richardson International Airport (YWG), 2000 Wellington Ave, Winnipeg, MB R3H 1C2, Canada",4.1,477,http://www.waa.ca/,41
31,166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170799255371094,-106.6999969482422,1653,N,America/Regina,airport,OurAirports,Saskatoon John G. Diefenbaker International Airport,ChIJg4rWErP3BFMRc2_MaQVIHLw,"Saskatoon John G. Diefenbaker International Airport (YXE), 2625 Airport Dr, Saskatoon, SK S7L 7L1, Canada",3.8,224,https://skyxe.ca/,15
32,174,London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,A,America/Toronto,airport,OurAirports,London International Airport,ChIJOfcJ5iWTLogRj6cLS9-4J2s,"London International Airport, 1750 Crumlin Rd, London, ON N5V 3B6, Canada",4.1,234,http://flylondon.ca/,6
33,175,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.02529907226562,-122.36100006103516,195,A,America/Vancouver,airport,OurAirports,Abbotsford International Airport,ChIJHeMm52G1hVQR8vmdAEhovKQ,"Abbotsford Int'l Airport, 30440 Liberator Ave, Abbotsford, BC V2T 6H5, Canada",3.6,199,http://www.abbotsfordairport.ca/,2
34,178,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231000005,-114.019996643,3557,A,America/Edmonton,airport,OurAirports,Calgary International Airport,ChIJdzv2ew9kcVMRV3S8XB-H6ds,"Calgary International Airport (YYC), 2000 Airport Rd NE, Calgary, AB T2E 6W5, Canada",3.7,1659,http://www.yyc.com/,115
35,182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,160,A,America/Halifax,airport,OurAirports,Charlottetown Airport,ChIJaSOA4aSyX0sR2rdeLsMMgFA,"Charlottetown Airport, 250 Maple Hills Ave #132, Charlottetown, PE C1C 1N2, Canada",3.8,99,http://www.flypei.com/,4
36,184,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,A,America/Vancouver,airport,OurAirports,Victoria International Airport,ChIJrRDzO2Boj1QRNCdIenv189M,"Victoria International Airport (YYJ), 1640 Electra Blvd, Sidney, BC V8L 5V4, Canada",4.1,231,http://www.victoriaairport.com/,13
37,189,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.61859893800001,-52.751899719200004,461,A,America/St_Johns,airport,OurAirports,St. John's International Airport,ChIJSXAEAYSmDEsRHbihpJNP2Kg,"St. John's International Airport (YYT), 100 World Pkwy, St. John's, NL A1A 5T2, Canada",3.8,209,http://www.stjohnsairport.com/index/index.cfm,22
38,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,A,America/Toronto,airport,OurAirports,Toronto Pearson International Airport,ChIJkdQtwEo5K4gRxQ4DxOldHbQ,"Toronto Pearson International Airport (YYZ), 6301 Silver Dart Dr, Mississauga, ON L5P 1B2, Canada",3.6,6110,http://www.torontopearson.com/,319
39,196,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.46279907226562,-114.44000244140624,675,A,America/Edmonton,airport,OurAirports,Yellowknife Airport,ChIJX2PF-kXx0VMRpXVXmkw5dvE,"Yellowknife Airport, 1 Yellowknife Hwy, Yellowknife, NT X1A 3T2, Canada",3.7,107,http://www.dot.gov.nt.ca/Airports/Yellowknife,30
40,209,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.712001800500005,5.0699200630200005,20,N,Africa/Algiers,airport,OurAirports,Soummam – Abane Ramdane Airport,ChIJmfR9xijN8hIRC5Y1GXOjzT8,"Soummam – Abane Ramdane Airport, Béjaïa 06000, Algeria",3.7,139,http://www.egsa-alger.dz/,6
41,210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,82,N,Africa/Algiers,airport,OurAirports,Houari Boumediene Airport,ChIJh_gaMa9RjhIRRO3vmuUF6hs,"Houari Boumediene Airport, Dar El Beïda, Algeria",3.6,1255,http://www.egsa-alger.dz,88
42,216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,N,Africa/Algiers,airport,OurAirports,Aguenar – Hadj Bey Akhamok Airport,ChIJDT0Gh39sIBIRIa-FwpLJEnQ,"Aguenar – Hadj Bey Akhamok Airport, Tamanrasset, Algeria",4.1,57,not found,4
43,220,Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.8091740000000005,16,N,Africa/Algiers,airport,OurAirports,Rabah Bitat Airport,ChIJPcyslqan-hIRM5PP6srKO2U,"Rabah Bitat Airport, El Bouni, Algeria",3.7,148,http://www.aeroport-d-annaba-rabah-bitat.com/,9
44,221,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,2265,N,Africa/Algiers,airport,OurAirports,Aéroport de Constantine Mohamed BOUDIAF (CZL),ChIJZRIZWbVx8RIR1HbqE8VLNNY,"Aéroport de Constantine Mohamed BOUDIAF (CZL), Constantine, Algeria",3.7,258,http://www.egsa-constantine.dz/,16
45,228,Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.212699890100005,1.33176994324,463,N,Africa/Algiers,airport,OurAirports,Chlef International Airport,ChIJ1180wuTHgxIRSkweXtk08g8,"Chlef International Airport, Aboubakr Belkaid Airport, Chlef 02000, Algeria",3.7,72,not found,1
46,230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.4500000476800001,814,N,Africa/Algiers,airport,OurAirports,Messali Hadj Airport,ChIJ4dNm-kPDeA0R2OtfV62fChQ,"Messali Hadj Airport, Algeria",4.2,66,not found,6
47,231,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,295,N,Africa/Algiers,airport,OurAirports,Oran International Airport Ahmed Ben Bella,ChIJ6f2RLG-Kfg0RTkjuKQICm2U,"Oran International Airport Ahmed Ben Bella, Es Senia, Oran, Algeria",3.4,303,http://lesaeroportsdoran.dz/,34
48,234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.83760070800781,-0.1864140033721924,919,N,Africa/Algiers,airport,OurAirports,Aeroport Touat Cheikh Sidi Mohamed Belkebir,ChIJKSJH1J6f9Q0RM6EGFuNqq3s,"Aeroport Touat Cheikh Sidi Mohamed Belkebir, Adrar, Algeria",3.5,55,not found,6
49,235,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.793300628699996,5.73823022842,289,N,Africa/Algiers,airport,OurAirports,Aéroport de Biskra - Mohamed Khider BSK,ChIJawFu6aCg9RIRYRvjOlsfQ2Y,"Aéroport de Biskra - Mohamed Khider BSK, Biskra, Algeria",3.7,75,http://www.egsa-constantine.dz/,4
50,237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.7941100597381587,1512,N,Africa/Algiers,airport,OurAirports,Algeria,ChIJlZFrtl6BZhIRxCdeeoUxhwo,Algeria,3.9,55,not found,4
51,238,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335700003,6.140439987180001,463,N,Africa/Algiers,airport,OurAirports,"Hassi Messaoud, Oued Irara - Krim Belkacem Airport",ChIJs-9y7Pe5XBIR58hSTe1kzvk,"Hassi Messaoud, Oued Irara - Krim Belkacem Airport, Hassi Messaoud, Algeria",3.4,108,not found,6
52,239,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509994507,2.51202011108,896,N,Africa/Algiers,airport,OurAirports,Dallas/Fort Worth International Airport,ChIJpyoiDWYqTIYRHCB9Bl4_MnM,"DFW International Airport (DFW), 2400 Aviation Dr, DFW Airport, TX 75261, USA",3.7,5187,http://www.dfwairport.com/,2
53,245,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,N,Africa/Porto-Novo,airport,OurAirports,Cardinal Bernadin Gantin de Cotonou International Airport,ChIJWV7vPCtUIxARGl6_6bQiRKk,"Cardinal Bernadin Gantin de Cotonou International Airport (COO), Rue 2100, Cotonou, Benin",3.5,271,http://www.aeroport-cotonou.com/,41
54,246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,1037,N,Africa/Ouagadougou,airport,OurAirports,Ouagadougou Airport,ChIJC8BeUgS-Lg4RrsG6IgBdD-E,"Ouagadougou Airport (OUA), Avenue De L'Aéroport, Ouagadougou, Burkina Faso",3.7,216,https://ouagadougou-aeroport.bf/fr/,33
55,248,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,N,Africa/Accra,airport,OurAirports,Kotoka International Airport,ChIJfbhy_x-b3w8RYQX6XbroL_8,"Kotoka International Airport, Airport Rd, Accra, Ghana",3.9,804,http://www.gacl.com.gh/,54
56,252,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,N,Africa/Accra,airport,OurAirports,Aeroportul Takoradi,ChIJU4hRB9555w8R29cC6kMOc90,"Aeroportul Takoradi, Takoradi, Ghana",3.7,68,not found,2
57,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478014,21,N,Africa/Abidjan,airport,OurAirports,Aéroport Félix Houphouët Boigny,ChIJDR34GT7jY0cR4RztL7BEOy4,"Aéroport Félix Houphouët Boigny, 07 BP 30 Abidjan 07, Côte d’Ivoire",3.9,360,http://www.abidjan-aeroport.com/,50
58,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161132812,7.263169765472412,1123,N,Africa/Lagos,airport,OurAirports,"Nnamdi Azikiwe International Airport, Abuja",ChIJVVVVVUEKThAR7SRWL6dX9wk,"Nnamdi Azikiwe International Airport, Abuja, Abuja, Nigeria",3.7,510,http://www.faan.gov.ng/nnamdi-azikwe-international-airport/,30
59,262,Benin Airport,Benin,Nigeria,BNI,DNBE,6.3169798851013175,5.599500179290772,258,N,Africa/Lagos,airport,OurAirports,Benin Airport,ChIJ0UgQg0nSQBARHIw3SAbkc6I,"Benin Airport, Airport Rd, Ogogugbo, Benin City, Nigeria",3.5,431,http://www.faan.gov.ng/benin-airport/,2
60,264,Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.4742698669433585,7.561960220336914,466,N,Africa/Lagos,airport,OurAirports,Aeroportul Akanu Ibiam,ChIJKeX-qVakRBARkmB2FntfUgE,"Aeroportul Akanu Ibiam, Enugu, Nigeria",3.5,502,not found,3
61,266,Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136413574,3.97832989692688,725,N,Africa/Lagos,airport,OurAirports,Ibadan Airport,ChIJ96d-E0XtORARreNWPxl1E8w,"Ibadan Airport, Ibadan, Nigeria",3.5,277,http://www.faan.gov.ng/ibadan-airport/,1
62,267,Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342407228,4.493919849395752,1126,N,Africa/Lagos,airport,OurAirports,A1,ChIJhddYuvdSNhARIzxT4NwXhjI,"A1, Ilorin, Nigeria",3.8,452,http://www.faan.gov.ng/,1
63,268,Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829635620117,8.869050025939941,4232,N,Africa/Lagos,airport,OurAirports,Nigeria,ChIJEXjdd0-YUxARKDb1P7CPyeo,Nigeria,3.4,152,not found,1
64,270,Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,1562,N,Africa/Lagos,airport,OurAirports,Mallam Aminu Kano International Airport,ChIJMZAOUiSHrhER2pwTcLZYatc,"Mallam Aminu Kano International Airport, Sani Abacha Way, Kano, Nigeria",4.0,147,http://www.faan.gov.ng/mallam-aminu-kano-international-airport/,7
65,273,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,135,N,Africa/Lagos,airport,OurAirports,Murtala Muhammed International Airport,ChIJhRTXUeeROxARmk_Rp3PtIvI,"Murtala Muhammed International Airport, Lagos, Nigeria",3.3,1172,http://www.faan.gov.ng/mmia/,60
66,277,Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239562988,12.430399894714355,599,N,Africa/Lagos,airport,OurAirports,Yola Airport,ChIJb2utFrYU_BARfgdRXWrRPxA,"Yola Airport, A8 Jimeta, 640211, Yola, Nigeria",3.7,80,http://www.faan.gov.ng/yola-airport/,1
67,280,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732,N,Africa/Niamey,airport,OurAirports,Diori Hamani International Airport,ChIJXVdehQAL0BER_kD10D7PzNY,"Diori Hamani International Airport, Niamey, Niger",3.9,252,http://www.aeroport-niamey.com/,17
68,286,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.75809860229492,10.75469970703125,9,E,Africa/Tunis,airport,OurAirports,Monastir Habib Bourguiba International Airport,ChIJhwT_AuAMAhMRW06Sb01TKsI,"Monastir Habib Bourguiba International Airport, Tunisia",3.6,262,http://www.habibbourguibaairport.com/,15
69,287,Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100173950195,10.22719955444336,22,E,Africa/Tunis,airport,OurAirports,Tunis-Carthage International Airport,ChIJu_HX4dLK4hIRm4G1ANGIJJA,"Tunis-Carthage International Airport, 1080 Tunis Cedex، Tunis, Tunisia",3.3,1172,http://www.aeroport-de-tunis-carthage.com/,87
70,293,Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546387,19,E,Africa/Tunis,airport,OurAirports,Djerba-Zarzis International Airport,ChIJdeomfcGvqhMRtH-yTBgV9no,"Djerba-Zarzis International Airport, Djerba, Mellita, Tunisia",3.9,295,http://www.aeroport-de-djerba-zarzis.com/,37
71,295,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741213,85,E,Africa/Tunis,airport,OurAirports,Sfax-Thyna Airport Tunisia,ChIJrUGkg2srABMRoKtaMhhCVGo,"Sfax-Thyna Airport Tunisia, Thyna B.P.1119، Route de l'aéroport, Sfax 3018, Tunisia",3.8,136,http://www.aeroport-de-sfax-thyna.com/,10
72,298,Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,N,Africa/Lome,airport,OurAirports,Lomé-Tokoin Airport,ChIJMxOWBsnjIxARreykKTPoASI,"Lomé-Tokoin Airport, Lomé, Togo",3.9,306,https://www.aeroportdelome.com/,20
73,299,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.189399719200004,4.46027994156,39,E,Europe/Brussels,airport,OurAirports,Antwerp International Airport,ChIJoRVJ_Vf3w0cRmcqeCv33EYQ,"Antwerp International Airport (ANR), Luchthavenlei, 2100 Antwerpen, Belgium",4.0,157,http://www.antwerp-airport.be/,2
74,302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,E,Europe/Brussels,airport,OurAirports,Brussels Airport,ChIJ7XVSxL7dw0cR5CV_Dj5OUSQ,"Brussels Airport (BRU), Leopoldlaan, 1930 Zaventem, Belgium",3.7,4373,http://www.brusselsairport.be/,316
75,304,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.45920200000001,4.4538199999999994,614,E,Europe/Brussels,airport,OurAirports,Brussels South Charleroi Airport,ChIJ5dmW29AowkcR0mB242btosQ,"Brussels South Charleroi Airport (CRL), Rue des Frères Wright 8, 6041 Charleroi, Belgium",2.8,2425,http://www.charleroi-airport.com/,84
76,309,Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,E,Europe/Brussels,airport,OurAirports,Liège Airport,ChIJCeXJQCb8wEcRYw2sVrK9Xj0,"Liège Airport (LGG), Rue de l’Aéroport, 4460 Grâce-Hollogne, Belgium",3.8,158,http://www.liegeairport.com/,9
77,310,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,E,Europe/Brussels,airport,OurAirports,Oostende-Brugge International Airport,ChIJS0sqwWSv3EcR3VNKEu8Zql4,"Oostende-Brugge International Airport, Nieuwpoortsesteenweg 889, 8400 Oostende, Belgium",4.1,128,https://www.luchthaven-oostendebrugge.com/,1
78,337,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,E,Europe/Berlin,airport,OurAirports,Berlin Schönefeld Airport,ChIJAQAAAFw4qEcRwKTgi0UZ_zQ,"Berlin Schönefeld Airport (SXF), Flughafen Schönefeld, 12521 Berlin, Germany",2.2,5963,https://www.berlin-airport.de/de/reisende-sxf/index.php,83
