index,airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website,total_routes
515,1825,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.7784996033,-100.107002258,1278,S,America/Mexico_City,airport,OurAirports,Monterrey International Airport,ChIJjVJ_rM7oYoYR-y3ibo9gNg8,"Monterrey International Airport (MTY), Carr. Miguel Alemán Km 24, 66600 Cd Apodaca, N.L., Mexico",4.3,1869,http://www.oma.aero/es/aeropuertos/monterrey/,72
516,1826,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.1613998413,-106.26599884,38,S,America/Mazatlan,airport,OurAirports,Mazatlán International Airport,ChIJtcJ3PP1Sn4YR0wGY7xQxywc,"Mazatlán Int'l Airport (MZT), Carretera Internacional al Sur S/N, 82269 Mazatlán, Sin., Mexico",4.3,235,https://www.oma.aero/es/pasajeros/mazatlan,15
517,1828,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,MMNL,27.4438991547,-99.5705032349,484,S,America/Mexico_City,airport,OurAirports,Quetzalcóatl International Airport,ChIJa7iYR10YYYYRL7K38-hJy84,"Quetzalcóatl International Airport, Carretera Piedra Negra Km. 5, 88020 Nuevo Laredo, Tamps., Mexico",3.6,123,not found,1
518,1829,Xoxocotlán International Airport,Oaxaca,Mexico,OAX,MMOX,16.9999008179,-96.72660064700001,4989,S,America/Mexico_City,airport,OurAirports,Oaxaca International Airport,ChIJwaeeTMgix4URXCwxnHPFJL0,"Oaxaca International Airport, Km 7.5, Oaxaca - Puerto Angel, Santa Cruz, 71230 Oaxaca de Juárez, Oax., Mexico",4.0,242,http://www.asur.com.mx/,6
519,1830,El Tajín National Airport,Poza Rico,Mexico,PAZ,MMPA,20.6026992798,-97.4608001709,497,S,America/Mexico_City,airport,OurAirports,El Tajín National Airport,ChIJCfRo8Vdq2oURk58MsErcwaM,"El Tajín National Airport, Veracruz, Mexico",3.6,77,https://es.m.wikipedia.org/wiki/Aeropuerto_Nacional_El_Taj%C3%ADn,6
520,1831,Hermanos Serdán International Airport,Puebla,Mexico,PBC,MMPB,19.1581001282,-98.3713989258,7361,S,America/Mexico_City,airport,OurAirports,Puebla International Airport,ChIJockVRULOz4URym3h99lsgL0,"Puebla International Airport, Carr Federal México-Puebla Km 91.5, 74160 Huejotzingo, Pue., Mexico",3.8,458,https://www.aeropuertosasa.mx/aeropuerto_de_puebla.php,7
521,1835,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,MMPN,19.396699905395508,-102.03900146484376,5258,S,America/Mexico_City,airport,OurAirports,Uruapan International Airport,ChIJ-Xo97vHiLYQR1CXceck936I,"Uruapan International Airport, Fracc, Avenida Latinoamericana s/n, San José Obrero, 60160 Uruapan, Mich., Mexico",3.8,99,not found,2
522,1836,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.680099487304688,-105.25399780273438,23,S,America/Mexico_City,airport,OurAirports,Licenciado Gustavo Díaz Ordaz International Airport,ChIJDTaj3tpFIYQRbOlfpDdYjwk,"Licenciado Gustavo Díaz Ordaz International Airport (PVR), Carretera a Tepic Km 7.5, Área Militar de Vallarta, 48311 Puerto Vallarta, Jal., Mexico",4.0,557,https://www.aeropuertosgap.com.mx/es/puerto-vallarta-3,47
523,1837,Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,MMPS,15.8769,-97.08910300000001,294,S,America/Mexico_City,airport,OurAirports,Aeropuerto Internacional de puerto escondido,ChIJidO6PwP4uIURl3F2Pvbo0DY,"Aeropuerto Internacional de puerto escondido, Costera Km. 6.5, Aeropuerto, 71980 Puerto Escondido, Oax., Mexico",3.9,158,not found,3
524,1838,Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,MMQT,20.6173,-100.185997,6296,S,America/Mexico_City,airport,OurAirports,Querétaro Intercontinental Airport,ChIJF1gymRZm04URw7VB7PJ90MQ,"Querétaro Intercontinental Airport, Carretera Estatal 200 Lote 22500, Tequisquiapan, 76270 Colón Querétaro, QRO, Mexico",3.6,151,http://www.aiq.com.mx/,7
525,1839,General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139,S,America/Mexico_City,airport,OurAirports,General Lucio Blanco International Airport,ChIJhxZhHA8OZYYRUc0rx3JVRy4,"General Lucio Blanco International Airport, Aeropuerto, 88787 Reynosa, Tamps., Mexico",4.0,92,http://www.oma.aero/es/,8
526,1840,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15180015563965,-109.72100067138672,374,S,America/Mazatlan,airport,OurAirports,Los Cabos International Airport,ChIJJavy8Htbr4YRqgDvR-1h2Ok,"Los Cabos International Airport (SJD), Carretera Transpeninsular Km 43.5, 23420 San José del Cabo, B.C.S., Mexico",3.9,635,http://www.aeropuertosgap.com.mx/es/los-cabos.html,51
527,1842,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.254299163800006,-100.930999756,6035,S,America/Mexico_City,airport,OurAirports,San Luis Potosí International Airport,ChIJ3RBtpjIegIYRUTAg7gjjdVM,"San Luis Potosí International Airport (SLP), Carr. a Matehuala Km 9.5, 78341 San Luis, S.L.P., Mexico",3.7,266,http://www.oma.aero/es/aeropuertos/san-luis-potosi/,8
528,1845,Francisco Sarabia International Airport,Torreon,Mexico,TRC,MMTC,25.568300247199996,-103.41100311299999,3688,S,America/Mexico_City,airport,OurAirports,Aeropuerto Internacional de Torreon,ChIJDf1k4__aj4YRxXnoiuQ0brY,"Aeropuerto Internacional de Torreon, Calle Carr. a San Pedro 188, Ejido Amp Allende, 27016 Torreón, Coah., Mexico",4.0,195,https://www.oma.aero/es/pasajeros/torreon,10
529,1846,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.02249908450001,1499,S,America/Mexico_City,airport,OurAirports,Ángel Albino Corzo International Airport,ChIJDx5V13gr7YURCSPqWKqwcaA,"Ángel Albino Corzo International Airport, Km 12.48, Tramo Carretero Vergel Aeropuerto S/N, 29176 Francisco Sarabia, Chis., Mexico",3.9,351,http://www.chiapasdespega.com/,8
530,1847,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.541099548339844,-116.97000122070312,489,S,America/Tijuana,airport,OurAirports,Tijuana International Airport,ChIJMQA5LM5H2YAR4rdHefuSK2w,"Tijuana International Airport (TIJ), Carretera Aeropuerto S/N, Nueva Tijuana, 22435 Tijuana, B.C., Mexico",4.1,1661,http://www.aeropuertosgap.com.mx/es/tijuana.html,42
531,1848,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.86589813229999,80,S,America/Mexico_City,airport,OurAirports,General Francisco Javier Mina International Airport,ChIJF85B-n7514UR4G89PuwHTV0,"General Francisco Javier Mina Int'l Airport (TAM), Adolfo López Mateos 1001, 89339 Tampico, Tamps., Mexico",4.2,426,https://www.oma.aero/es/pasajeros/tampico/,7
532,1850,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,MMTO,19.3370990753,-99.56600189209999,8466,S,America/Mexico_City,airport,OurAirports,Lic. Adolfo López Mateos International Airport,ChIJn9HTG5yKzYURmR5uK-wQtDI,"Lic. Adolfo López Mateos International Airport, 50226 Toluca de Lerdo, Méx., Mexico",4.1,280,not found,13
533,1851,Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.794300079300001,-92.3700027466,97,S,America/Mexico_City,airport,OurAirports,Tapachula International Airport,ChIJL_PzUsMOjoURR6KFOH4EBeA,"Tapachula International Airport, Aeropuerto Internacional de Tapachula. Puerto Madero Km 18.5 Chis MX, 30830 Tapachula de Córdova y Ordoñez, Mor., Mexico",4.1,112,http://asur.com.mx/es/aeropuertos/tapachula/pasajeros-tapachula.html,2
534,1852,Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.036500930800003,-86.8770980835,22,S,America/Cancun,airport,OurAirports,Cancun International Airport,ChIJvwmEZ0eATo8RkrvqeK_-1F8,"Cancun International Airport (CUN), Carretera Cancún-Chetumal Km 22, 77565 Cancún, Q.R., Mexico",3.6,3320,http://www.asur.com.mx/,157
535,1853,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,MMVA,17.996999740600586,-92.81739807128906,46,S,America/Mexico_City,airport,OurAirports,Carlos Rovirosa Pérez International Airport,ChIJE16-0wnf7YURS67UKu3gDag,"Carlos Rovirosa Pérez International Airport, Dos Montes, 86280 Villahermosa, Tab., Mexico",4.0,251,http://www.asur.com.mx/es/aeropuertos/villahermosa/pasajeros-villahermosa/,13
536,1854,General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.145900726300003,-96.1873016357,90,S,America/Mexico_City,airport,OurAirports,Veracruz International Airport,ChIJlXRsc6VDw4URIPql7G6QWMg,"Veracruz International Airport, Carretera Veracruz-Xalapa Km 13.5, 91698 Veracruz, Ver., Mexico",4.1,428,http://www.asur.com.mx/,16
537,1855,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.8971004486,-102.68699646,7141,S,America/Mexico_City,airport,OurAirports,Zacatecas International Airport,ChIJi_lwKOysg4YR4M-Iu0y4Cyc,"Zacatecas International Airport, Tramo, Carretera Federal 45, Zacatecas - Fresnillo 23, 98500 Zac., Mexico",3.8,67,http://www.oma.aero/es/aeropuertos/zacatecas/,7
538,1856,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,MMZH,17.601600647,-101.460998535,26,S,America/Mexico_City,airport,OurAirports,Ixtapa/Zihuatanejo Internacional Airport,ChIJM9EfEBF3NIQRJX8V3otR6ik,"Ixtapa/Zihuatanejo Internacional Airport, Guerrero, Mexico",4.1,101,http://www.oma.aero/es/aeropuertos/zihuatanejo/,9
539,1858,Playa De Oro International Airport,Manzanillo,Mexico,ZLO,MMZO,19.144800186199998,-104.558998108,30,S,America/Mexico_City,airport,OurAirports,Manzanillo,ChIJk2GKGzfPJIQR73mjlZUcO0w,"Carretera Manzanillo – Barra de Navidad Km 42, Municipio Playa de Oro, 28219 Manzanillo, Col., Mexico",4.1,217,https://hertzmexico.com/,7
540,1863,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.141500473022461,-86.16819763183594,194,U,America/Managua,airport,OurAirports,Augusto Cesar Sandino International Airport,ChIJx8ppP_z7c48RWlytPzuQ_SM,"Augusto Cesar Sandino International Airport, 11 Carretera Norte, Managua, Nicaragua",4.2,547,http://www.eaai.com.ni/,15
541,1865,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,9.340849876403807,-82.25080108642578,10,U,America/Panama,airport,OurAirports,Bocas del Toro Isla Colón International Airport,ChIJXfTgprEdpo8R0nT0_PCG7Bc,"Bocas del Toro Isla Colón International Airport, Ave. E Bocas del Toro PA, 507, Panama",3.5,63,https://www.facebook.com/pages/Bocas-del-Toro-Isla-Col%C3%B3n-International-Airport/133560773351292,2
542,1869,Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,8.973340034484863,-79.55560302734375,31,U,America/Panama,airport,OurAirports,"Albrook ""Marcos A. Gelabert"" International Airport",ChIJW_iyy6GorI8RiIOvItPREQE,"Albrook ""Marcos A. Gelabert"" International Airport, Marcos a Gelabert, Panamá, Panama",3.9,159,https://www.aeronautica.gob.pa/,10
543,1871,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455,135,U,America/Panama,airport,OurAirports,Tocumen International Airport,ChIJX5DCdTFVq48ResLbkE0qxJc,"Tocumen Int'l Airport, Avenida Domingo Díaz, Panamá, Panama",3.2,1181,http://www.tocumenpanama.aero/,106
544,1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,U,America/Costa_Rica,airport,OurAirports,Daniel Oduber Quirós International Airport,ChIJQZQl7CN-dY8RrKHqXmXX7kY,"Daniel Oduber Quirós International Airport, Aeropuerto, Provincia de Guanacaste, Liberia, Costa Rica",3.7,172,http://www.liberiacrairport.com/,24
545,1885,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,-84.20880126953125,3021,U,America/Costa_Rica,airport,OurAirports,Juan Santamaria International Airport,ChIJc3hQUMT5oI8RpDE_DiJie7I,"Juan Santamaria International Airport, Provincia de Alajuela, Alajuela, Costa Rica",4.2,1428,http://sjoairport.com/,76
546,1892,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101,U,America/El_Salvador,airport,OurAirports,El Salvador International Airport Oscar Arnulfo Romero,ChIJj8T1hIC2fI8RDTYu1Z5T-a8,"El Salvador International Airport Oscar Arnulfo Romero, RN-5, San Salvador, El Salvador",4.0,866,http://www.cepa.gob.sv/tag/aeropuerto-internacional-de-el-salvador,53
547,1895,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,-72.194702,10,U,America/Port-au-Prince,airport,OurAirports,Cap-Haïtien International Airport,ChIJHZ3YdI3Gto4RgpN3D8UOXKg,"Cap-Haïtien International Airport, Cap-Haïtien, Haiti",3.9,133,not found,3
548,1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.57999992370605,-72.2925033569336,122,U,America/Port-au-Prince,airport,OurAirports,Aéroport International Toussaint Louverture,ChIJzbYNqQXnuY4RJVAHxQGp4jo,"Aéroport International Toussaint Louverture, Port-au-Prince Boulevard Toussaint Louverture, 1792, Haiti",3.5,383,http://pap.aan-haiti.com/,24
549,1901,Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.4610004425,-78.32839965820001,13,U,America/Havana,airport,OurAirports,Jardines del Rey Airport,ChIJD_ogkdw4K4kRdLFZdfLWyAw,"Jardines del Rey Airport (CCC), Cuba",3.8,71,http://cuba.drtransfers.com/aeropuerto-cayo-coco/,6
550,1909,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469,210,U,America/Havana,airport,OurAirports,José Martí International Airport,ChIJMW3LWupvzYgRGWIplfB3um8,"José Martí International Airport (HAV), Avenida Rancho Boyeros, La Habana, Cuba",2.9,616,https://www.ecured.cu/Aeropuerto_Internacional_Jos%C3%A9_Mart%C3%AD,45
551,1910,Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,-76.31510162353516,361,U,America/Havana,airport,OurAirports,Frank Pais International Airport,ChIJXyv54KjxzY4R4oJEUlwXXYM,"Frank Pais International Airport (HOG), Carretera Central, Cuba",3.0,82,http://holguin.airportcuba.net/,11
552,1918,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625,338,U,America/Havana,airport,OurAirports,Abel Santamaría Airport,ChIJb9HLv4sv1YgRvTb2XcqqzkQ,"Abel Santamaría Airport (SNU), Santa Clara, Cuba",3.7,98,not found,9
553,1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.03440093994141,-81.435302734375,210,U,America/Havana,airport,OurAirports,Juan Gualberto Gómez Airport,ChIJw7FZ-PID04gRE8g3pmkaACA,"Juan Gualberto Gómez Airport (VRA), Matanzas, Cuba",3.2,177,http://www.varadero-airport.com/,13
554,1926,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,-81.3576965332,8,N,America/Cayman,airport,OurAirports,Owen Roberts International Airport,ChIJo9jRLj6GJY8Rm9OOQESpakU,"Owen Roberts International Airport, 210 Roberts Dr, George Town, Cayman Islands",3.6,181,http://www.caymanairports.com/,25
555,1937,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,-79.2647018433,10,U,America/Nassau,airport,OurAirports,The Bahamas,ChIJu4FA4lyMJ4kR3GHQfhImx4M,The Bahamas,4.1,63,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=MYBS,2
556,1948,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417,7,U,America/Nassau,airport,OurAirports,Grand Bahama International Airport,ChIJz4AQ9l0oJ4kRjO0OtymWCf4,"Grand Bahama International Airport, Freeport, The Bahamas",3.8,78,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=MYGF,15
557,1953,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999,16,U,America/Nassau,airport,OurAirports,Lynden Pindling International Airport,ChIJA7yrPfxjL4kROEJTc_okCTU,"Lynden Pindling International Airport, Windsor Field Road, Nassau, The Bahamas",4.0,286,http://www.nas.bs/,67
558,1956,San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,-74.52400207519531,24,U,America/Nassau,airport,OurAirports,El Salvador International Airport Oscar Arnulfo Romero,ChIJj8T1hIC2fI8RDTYu1Z5T-a8,"El Salvador International Airport Oscar Arnulfo Romero, RN-5, San Salvador, El Salvador",4.0,866,http://www.cepa.gob.sv/tag/aeropuerto-internacional-de-el-salvador,4
559,1957,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972653,-88.30819702148438,15,U,America/Belize,airport,OurAirports,Aeropuerto Internacional Philip S.W. Goldson,ChIJgXTEJTpbXI8RPQ0WIBar_j0,"Aeropuerto Internacional Philip S.W. Goldson, International Airport Road, Ladyville, Belize",3.7,139,http://www.pgiabelize.com/,28
560,1959,Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,-21.202699661300002,-159.805999756,19,U,Pacific/Rarotonga,airport,OurAirports,Rarotonga International Airport,ChIJWwh7gbbRV3ERy5MDOf1gryc,"Rarotonga International Airport, Avarua District, Cook Islands",4.1,75,http://www.cookislandsairports.com/home/,14
561,1960,Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.755399703979492,177.4429931640625,59,U,Pacific/Fiji,airport,OurAirports,Nadi International Airport,ChIJjcko3uxbF24RYXjdvOk2Wsc,"Nadi Int'l Airport, Nadi, Fiji",3.6,327,http://www.airportsfiji.com/nadi_aiport.php,43
562,1961,Nausori International Airport,Nausori,Fiji,SUV,NFNA,-18.04330062866211,178.5590057373047,17,U,Pacific/Fiji,airport,OurAirports,Nausori Airport,ChIJp_LqjADiG24R2QMx8CTPiFg,"Nausori Airport, naselai, Nasilai, Fiji",4.0,75,http://www.airportsfiji.com/nausori_airport.php,12
563,1969,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706055,-172.00799560546875,58,U,Pacific/Apia,airport,OurAirports,Faleolo International Airport,ChIJLUxgxVI4pXERLBc1W2JUk0w,"Faleolo International Airport (APW), Main West Coast Rd, Faleolo, Samoa",3.7,69,https://www.samoaairports.com/,5
564,1970,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003281,-170.710006714,32,U,Pacific/Pago_Pago,airport,OurAirports,Pago Pago International Airport,ChIJI7ad2nibpnER_Aw-_j0pji0,"Pago Pago International Airport (PPG), Tafuna, Western District, American Samoa",3.9,52,http://americansamoaport.as.gov/airport-ppg/international-airport-ppg.html,1
565,1989,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.444400787353516,-151.75100708007812,10,U,Pacific/Tahiti,airport,OurAirports,Bora Bora Airport,ChIJoePMWyq8vXYRAUJJgpHVgLA,"Bora Bora Airport, French Polynesia",4.5,127,http://www.tahiti-aeroport.pf/,7
566,1995,Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003,3,U,Pacific/Tahiti,airport,OurAirports,Aéroport de Raiatea,ChIJcV3N4Z95vXYRqhj7m4eTaGw,"Aéroport de Raiatea, French Polynesia",4.3,58,not found,4
567,1997,Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.699300765991,168.32000732422,70,U,Pacific/Efate,airport,OurAirports,Bauerfield International Airport,ChIJrwhTnbfhi24RVRduWDgPr5s,"Bauerfield International Airport (VLI), Port Vila, Vanuatu",3.2,71,http://www.airports.vu/,28
568,2001,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078125,166.47300720214844,10,U,Pacific/Noumea,airport,OurAirports,Nouméa Magenta Airport (GEA),ChIJm6RDuBYIKGwR1jfc2GH28-Q,"Nouméa Magenta Airport (GEA), Nouméa, New Caledonia",3.7,50,https://www.aeroports.cci.nc/fr/magenta,8
569,2005,La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075378418,166.21299743652344,52,U,Pacific/Noumea,airport,OurAirports,La Tontouta International Airport,ChIJc_7F7pFYnW4RNJ6DzSsQ0v0,"La Tontouta International Airport, La Tontouta, New Caledonia",3.7,92,https://www.aeroports.cci.nc/fr/tontouta,13
570,2006,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986023,174.79200744599999,23,Z,Pacific/Auckland,airport,OurAirports,Auckland Airport,ChIJu9XzfuhPDW0RMHGbJGLvAA8,"Auckland Airport (AKL) Ray Emery Dr, Auckland Airport, Auckland 2022, New Zealand",3.7,1690,http://www.aucklandairport.co.nz/,96
571,2009,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939895629883,172.53199768066406,123,Z,Pacific/Auckland,airport,OurAirports,Christchurch International Airport,ChIJo5Nfg5b0MW0RgLFZZYfvAA8,"Christchurch International Airport (CHC) 30 Durey Rd, Christchurch Airport, Christchurch 8053, New Zealand",4.0,628,http://www.christchurchairport.co.nz/,34
572,2011,Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.9281005859375,170.197998046875,4,Z,Pacific/Auckland,airport,OurAirports,Dunedin International Airport,ChIJ9_yk8lsFLKgRMLBZZYfvAA8,"Dunedin International Airport (DUD) 25 Miller Rd, Momona, Dunedin 9073, New Zealand",3.8,85,https://www.dunedinairport.co.nz/,4
573,2015,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732,172,Z,Pacific/Auckland,airport,OurAirports,John C. Munro Hamilton International Airport,ChIJXwF5ncOPLIgRPLttsEGrOmI,"John C. Munro Hamilton International Airport, 9300 Airport Rd #2206, Mount Hope, ON L0R 1W0, Canada",4.0,321,http://flyhamilton.ca/,4
574,2024,Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.298301696777344,173.2209930419922,17,Z,Pacific/Auckland,airport,OurAirports,Nelson Airport,ChIJNWz6HxKTO20RALFZZYfvAA8,"Nelson Airport Dakota St, Nelson Airport, Nelson 7011, New Zealand",4.0,104,http://www.nelsonairport.co.nz/,4
575,2028,Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.32059860229492,175.61700439453125,151,Z,Pacific/Auckland,airport,OurAirports,Palmerston North Airport,ChIJYYk0MESzQW0RcHSbJGLvAA8,"Palmerston North Airport Airport Dr, Milson, Palmerston North 4442, New Zealand",4.1,64,https://pnairport.co.nz/,5
576,2030,Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.0210990906,168.738998413,1171,Z,Pacific/Auckland,airport,OurAirports,Queenstown Airport,ChIJ8ZcQx0ge1akR0LFZZYfvAA8,"Queenstown Airport (ZQN) Sir Henry Wigley Dr, Frankton, Queenstown 9300, New Zealand",3.9,284,http://www.queenstownairport.co.nz/,7
577,2034,Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.67190170288086,176.1959991455078,13,Z,Pacific/Auckland,airport,OurAirports,Tauranga Airport,ChIJlzFxFEjZbW0RoHGbJGLvAA8,"Tauranga Airport, Bay Of Plenty 3116, New Zealand",3.9,99,http://airport.tauranga.govt.nz/,3
578,2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922485352,171.22500610351562,89,Z,Pacific/Auckland,airport,OurAirports,New Zealand,ChIJLxwuRpPrLG0RsLFZZYfvAA8,"Canterbury 7974, New Zealand",4.2,100,http://www.timaru.govt.nz/community/facilities/airport,1
579,2037,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991027832,173.8699951171875,109,Z,Pacific/Auckland,airport,OurAirports,1,ChIJqaYSqIprOW0RELFZZYfvAA8,"1 Tancred Cres, Springlands, Woodbourne 7206, New Zealand",3.8,107,https://www.omegarentalcars.com/blenheim-airport-car-rental/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=blenheim,3
580,2042,Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.327201843299996,174.80499267599998,41,Z,Pacific/Auckland,airport,OurAirports,Wellington International Airport,ChIJB5Lxrn2lOG0R4HKbJGLvAA8,"Wellington International Airport (WLG) Stewart Duff Dr, Rongotai, Wellington 6022, New Zealand",4.1,504,http://www.wellingtonairport.co.nz/,32
581,2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206,U,Asia/Kabul,airport,OurAirports,Herat International Airport,ChIJD4HMNm3bPD8R85F3We9NI-8,"Herat International Airport (HEA), AH1, Afghanistan",3.7,53,not found,6
582,2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,U,Asia/Kabul,airport,OurAirports,Hamid Karzai International Airport,ChIJV_iV2zVs0TgR27E3JjLOVzM,"Hamid Karzai International Airport, 1 Great Massoud Avenue, Kabol, Afghanistan",3.8,462,http://www.hamidkarzaiairport.com/,28
583,2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192386,65.84780120849611,3337,U,Asia/Kabul,airport,OurAirports,Kandahar International Airport,ChIJCyKXeqt41j4RbXHY6TXhwq8,"Kandahar International Airport (KDH), Airport Road, Afghanistan",3.9,158,http://www.kandaharinternationalairport.com/,5
584,2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284,U,Asia/Kabul,airport,OurAirports,Mazar-i-Sharif International Airport,ChIJw84ODZS3ND8RBxK2O8KjVi0,"Mazar-i-Sharif International Airport (MZR), Mazari Sharif, Afghanistan",4.1,94,not found,4
585,2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,U,Asia/Bahrain,airport,OurAirports,Bahrain International Airport,ChIJk3ndPzSmST4Rlhp6z7trwvQ,"Bahrain International Airport, Rd 2404, Muharraq, Bahrain",4.0,1547,http://www.bahrainairport.com/,84
586,2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.2404003143,42.65660095210001,6858,U,Asia/Riyadh,airport,OurAirports,Abha International Airport,ChIJY7OWS8Wp_BURAGb5xCoMiv4,"Abha International Airport (AHB), Abha Saudi Arabia",3.1,660,https://gaca.gov.sa/web/ar-sa/airport/abha-airport-abha,15
587,2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.48519897460938,588,U,Asia/Riyadh,airport,OurAirports,Al-Ahsa International Airport,ChIJQ0YA4aqbNz4RgwTz1GNVL40,"Al-Ahsa International Airport, Al Hofuf Saudi Arabia",3.9,212,https://gaca.gov.sa/web/en-gb/airport/al-ahsa-airport,3
588,2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.296100616500002,41.6343002319,5486,U,Asia/Riyadh,airport,OurAirports,King Saud Bin Abdulaziz Airport,ChIJ8V17ly4f7xURjiYD_IEWQ0U,"King Saud Bin Abdulaziz Airport, King Fahd Rd, Al Aqiq 65818, Saudi Arabia",3.6,217,not found,3
